# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 922581189 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,alpha
-352157,0.882297,0.256513,4,15,0,352167,-3.08121,-2.51155,0.0302106,-0.0589328,-0.0219594,-0.0122064,-0.0251829,-0.00342529,-0.0499742,0.0561855,-0.00920499,0.0137125,0.00172942,0.0120915,-0.0128276,0.0265971,-0.0382874,-0.0052322,-0.00392923,-0.025323,-0.024232,1.3527
-352157,0.926778,0.256513,4,15,0,352167,-3.0786,-2.51034,0.0301189,-0.0637419,-0.013787,-0.0148722,-0.0349023,-0.00151943,-0.0551747,0.0635467,0.000397564,0.0226943,-0.00188189,0.0115309,-0.00581534,0.0256908,-0.0324537,0.00306078,-0.0135265,-0.0215052,-0.0269561,1.35147
-352161,0.828247,0.256513,4,15,0,352172,-3.07933,-2.51908,0.0304338,-0.0540752,-0.0135925,-0.0117631,-0.0356062,-0.00627528,-0.0508492,0.0599911,-0.00415924,0.0196975,0.00345215,0.0203432,-0.0122499,0.0328842,-0.0322074,-0.00207674,-0.00691288,-0.0240771,-0.0336341,1.35573
-352162,0.98701,0.256513,4,15,0,352174,-3.07939,-2.51288,0.0302124,-0.0594171,-0.00882779,-0.00261098,-0.0246803,-0.00569357,-0.0504789,0.0556234,-0.000421179,0.0231543,0.00743312,0.0141128,-0.0151395,0.0339717,-0.0350738,-0.00321448,-0.00603277,-0.0249131,-0.0266093,1.35273
-352160,0.953313,0.256513,4,15,0,352173,-3.08586,-2.51749,0.0304671,-0.0579861,-0.0198672,-0.016581,-0.0240005,-0.00490459,-0.0617432,0.0622418,-0.00877057,0.0211169,0.00203466,0.00729581,-0.0122521,0.0256276,-0.0298333,0.00424845,-0.00266402,-0.0214009,-0.0305952,1.35618
-352163,0.951055,0.256513,4,15,0,352169,-3.08344,-2.52212,0.0305158,-0.0619102,-0.0105936,-0.00391075,-0.0321793,-0.00368029,-0.0545279,0.0600165,-0.00320298,0.00786091,0.00815285,0.0197279,-0.00746054,0.0281297,-0.0426138,-0.00424909,-0.013466,-0.0243019,-0.0208626,1.35684
-352160,0.897374,0.256513,4,15,0,352171,-3.065,-2.51388,0.0301859,-0.0620749,-0.0185357,-0.00923639,-0.0322687,0.00753214,-0.0530663,0.0612439,-0.00739215,0.0239715,-0.000976322,0.00642356,-0.00358123,0.0279409,-0.0377796,-0.000614694,-0.0070034,-0.0215215,-0.0184695,1.35237
-352162,0.921131,0.256513,4,15,0,352171,-3.08084,-2.52519,0.0306307,-0.0583383,-0.0174249,-0.0210287,-0.0282691,-0.00695741,-0.0582678,0.061065,-0.00147251,0.00958475,0.00560732,0.0148952,-0.0067821,0.0248487,-0.0377383,-0.00421107,-0.00667921,-0.0296292,-0.0256099,1.3584
-352164,0.993485,0.256513,4,15,0,352172,-3.07337,-2.51741,0.030416,-0.0635066,-0.0197431,-0.00658466,-0.0309509,0.000549936,-0.0588165,0.0620156,-0.000283438,0.027062,0.00430841,0.00223679,-0.000729119,0.0240052,-0.0362812,-0.00626331,-0.00687752,-0.0172956,-0.0272042,1.35549
-352159,0.979738,0.256513,4,15,0,352171,-3.08387,-2.51032,0.030356,-0.057803,-0.0181175,-0.00730993,-0.0304438,-0.00284709,-0.0535882,0.0668575,0.00990157,0.0152228,0.00303531,0.0137403,-0.00742016,0.0274877,-0.0390274,0.000801986,-0.0039763,-0.0222505,-0.0240199,1.35467
-352160,0.732157,0.256513,4,15,0,352169,-3.084,-2.52397,0.0303745,-0.0626635,-0.0169235,-0.0143856,-0.0294956,0.00213795,-0.0564533,0.0570188,-0.0173339,0.0195725,-0.00319597,0.00817387,-0.0115578,0.0252787,-0.0314154,-0.000773698,-0.0123024,-0.0208929,-0.028182,1.35492
-352157,0.996879,0.256513,4,15,0,352167,-3.08234,-2.51126,0.030366,-0.0561651,-0.0157733,-0.0102137,-0.03187,0.00231241,-0.0569913,0.0613968,-0.00426677,0.026152,0.00698399,0.0149421,-0.0106386,0.0237145,-0.034955,-0.00359104,-0.007637,-0.0172439,-0.021263,1.35481
-352162,0.948055,0.256513,4,15,0,352169,-3.08342,-2.52311,0.0305913,-0.0590227,-0.0220145,-0.0200316,-0.0377871,8.48045e-06,-0.0446153,0.0593909,-0.00546488,0.00921558,0.0046073,0.00463466,-0.00894972,0.0221487,-0.0408819,-0.00157532,-0.00873085,-0.019935,-0.0246556,1.35786
-352162,0.852984,0.256513,4,15,0,352175,-3.09191,-2.51722,0.0306688,-0.0620032,-0.00995933,-0.0183711,-0.0326376,0.00372083,-0.0577736,0.0644292,-0.00911283,0.0192831,0.00846348,0.0118813,-0.00701147,0.0340423,-0.0348183,0.00221111,-0.0117316,-0.0210915,-0.0283195,1.35892
-352165,0.972988,0.256513,4,15,0,352178,-3.07262,-2.50455,0.0299661,-0.0531222,-0.0223721,-0.00847741,-0.0225512,0.00326448,-0.0451622,0.0624161,0.00516614,0.0228387,-0.00164137,0.0129841,-0.00566494,0.0182519,-0.0343654,0.00208232,-0.00143932,-0.0206163,-0.0251304,1.3494
-352161,0.998411,0.256513,4,15,0,352176,-3.06683,-2.51287,0.0300949,-0.060806,-0.0184016,-0.0101183,-0.0390686,-0.000916262,-0.0577687,0.0605185,-0.00149708,0.0105386,0.00488698,0.00835657,-0.00894238,0.0271222,-0.0293875,0.00538051,-0.00636246,-0.0184558,-0.0309797,1.35114
-352163,0.982405,0.256513,4,15,0,352173,-3.07819,-2.50943,0.0301538,-0.0539304,-0.0170994,-0.0145689,-0.0338033,0.0006555,-0.05769,0.0644766,-0.00601469,0.0256467,0.00691533,0.0205571,-0.0113938,0.0266648,-0.0431488,-0.00945367,-0.00782592,-0.0223585,-0.0187167,1.35194
-352160,0.950669,0.256513,4,15,0,352177,-3.07702,-2.50477,0.030126,-0.0630526,-0.0159011,-0.00950974,-0.0228306,-0.0025544,-0.053177,0.0562998,0.00026136,0.0100038,-0.00129712,0.0036237,-0.00857742,0.0281119,-0.0308006,0.00175994,-0.00351444,-0.0196455,-0.0273803,1.35156
-352159,0.998554,0.256513,4,15,0,352165,-3.07763,-2.52239,0.0304544,-0.0579902,-0.0151463,-0.00987258,-0.0307286,-0.00139868,-0.0539827,0.0591789,-0.00701048,0.0267506,0.00113539,0.0191663,-0.00854355,0.0247124,-0.0395087,-0.00413448,-0.0129416,-0.0273816,-0.0247334,1.35601
-352162,0.955641,0.256513,4,15,0,352171,-3.07641,-2.522,0.0304056,-0.0589847,-0.0144089,-0.0102401,-0.0295412,-0.00179429,-0.0508735,0.0652542,0.00194554,0.00442024,0.00660534,0.00959962,-0.00986339,0.0222953,-0.0385595,-0.000199464,-0.00481575,-0.0162466,-0.0204733,1.35535
-352157,0.996661,0.256513,4,15,0,352170,-3.08004,-2.51858,0.0303818,-0.0578582,-0.0132379,-0.00661292,-0.0253296,-0.00110052,-0.0580723,0.0677428,0.000746408,0.00835804,0.00692397,0.0118217,-0.00922967,0.0249127,-0.0370656,-0.00248077,-0.0070389,-0.0209532,-0.0193482,1.35502
-352159,0.902971,0.256513,4,15,0,352168,-3.06522,-2.50675,0.030072,-0.0608515,-0.020201,-0.0169931,-0.0343684,-0.00212704,-0.049387,0.0545934,-0.00119004,0.0287053,0.000610643,0.010881,-0.00932261,0.0262266,-0.0362847,0.0027241,-0.00746951,-0.0226815,-0.0322379,1.35083
-352162,0.929557,0.256513,4,15,0,352169,-3.06483,-2.50394,0.0300429,-0.0634235,-0.0187456,-0.0175633,-0.0398932,-0.000907051,-0.0490218,0.0540722,0.000398797,0.0228204,-0.00384933,0.00781014,-0.00835913,0.026439,-0.0354538,0.00528855,-0.00691707,-0.0213671,-0.0313388,1.35044
-352163,0.958726,0.256513,4,15,0,352172,-3.08008,-2.51348,0.0301612,-0.0543429,-0.0164418,-0.00389496,-0.0188335,-0.00195894,-0.0627215,0.0668322,-0.00529482,0.0130434,0.00838594,0.0154846,-0.011081,0.0285289,-0.0376028,-0.00709665,-0.00820334,-0.022655,-0.0201693,1.35204
-352161,0.885673,0.256513,4,15,0,352174,-3.07579,-2.51598,0.0300916,-0.061426,-0.0157147,-0.012636,-0.0296021,-0.00574052,-0.0445283,0.0638926,0.00599221,0.0206448,0.00520144,0.0149865,-0.00679897,0.0225799,-0.0331419,0.00389766,-0.00797193,-0.0210267,-0.0221541,1.3511
-352159,0.971565,0.256513,4,15,0,352170,-3.08101,-2.51501,0.0301366,-0.0612462,-0.0206684,-0.0126968,-0.0313936,0.00359868,-0.0593606,0.0668304,-0.00416255,0.0169144,0.00184038,0.0165435,-0.0139528,0.0293095,-0.0368565,-0.00639781,-0.0122815,-0.0214614,-0.0276355,1.3517
-352156,1,0.256513,4,15,0,352164,-3.08581,-2.51689,0.0304486,-0.060598,-0.0118896,-0.0111195,-0.0270477,0.000593115,-0.049572,0.0550805,-0.00384664,0.0189628,0.0046128,0.00968492,-0.00402793,0.0208442,-0.037969,0.0022127,-0.00765914,-0.0224453,-0.0205856,1.35593
-352156,0.972667,0.256513,4,15,0,352164,-3.08282,-2.51708,0.0304406,-0.0630603,-0.0197677,-0.0110725,-0.0279779,-0.00358844,-0.0542204,0.0637261,-0.00253937,0.022852,0.000496208,0.0152572,-0.0141004,0.0314098,-0.0339692,-0.00226686,-0.0101925,-0.0214993,-0.0305158,1.35582
-352156,0.9929,0.256513,4,15,0,352161,-3.07994,-2.51714,0.030312,-0.0556827,-0.0131931,-0.0135658,-0.0290283,0.00302436,-0.0561103,0.058658,-0.00317666,0.0128093,0.00505432,0.00730631,-0.00395078,0.0248008,-0.0379502,0.000957126,-0.00875992,-0.0230412,-0.0182765,1.35408
-352158,0.965954,0.256513,4,15,0,352164,-3.07087,-2.51456,0.0302466,-0.0635467,-0.0192546,-0.0106477,-0.0290063,-0.00325767,-0.0530772,0.0638909,-0.00402842,0.0236071,-0.000344824,0.0156675,-0.0147677,0.0293917,-0.0333888,0.000130526,-0.00853159,-0.0217553,-0.0331546,1.35319
-352159,0.994706,0.256513,4,15,0,352164,-3.08351,-2.51151,0.030323,-0.0549981,-0.0127977,-0.0091592,-0.024444,0.00152666,-0.0560117,0.0602107,-0.00737944,0.0121841,0.0101601,0.0127533,-0.00102006,0.0221888,-0.039135,-0.000353604,-0.00864579,-0.0227605,-0.0215528,1.35423
-352159,0.774804,0.256513,4,15,0,352170,-3.08159,-2.51376,0.0301739,-0.0628412,-0.0208456,-0.0164193,-0.0349976,-0.00281918,-0.0543286,0.0626331,-0.00110818,0.0268304,-0.00423213,0.0114295,-0.0151824,0.027892,-0.031673,0.00303099,-0.00697435,-0.0229021,-0.0251154,1.35221
-352158,0.954037,0.256513,4,15,0,352175,-3.06873,-2.5134,0.0302177,-0.0540574,-0.0135253,-0.0110779,-0.0259854,0.00129523,-0.054258,0.0635238,-0.00404709,0.0116745,0.00951594,0.0145621,-0.00413833,0.0248796,-0.0406202,-0.00446188,-0.00975244,-0.0212731,-0.0257346,1.3528
-352157,0.98669,0.256513,4,15,0,352164,-3.0751,-2.51848,0.0302468,-0.0622648,-0.017626,-0.00804089,-0.0329431,-0.00287903,-0.0552727,0.0606685,-0.00296933,0.0225612,-0.00211822,0.0142742,-0.0152342,0.0290309,-0.0361155,0.0033826,-0.00969292,-0.0253241,-0.028142,1.35319
-352158,1,0.256513,4,15,0,352162,-3.09253,-2.51868,0.030454,-0.0557738,-0.0129692,-0.0133559,-0.0366494,-0.000839568,-0.0535883,0.0636288,0.000263546,0.0141555,0.00716308,0.00469033,-0.00522581,0.0267317,-0.0365204,-0.00577269,-0.009399,-0.0205897,-0.0225981,1.356
-352161,0.939365,0.256513,4,15,0,352170,-3.09065,-2.51477,0.0304586,-0.0643255,-0.0176612,-0.0090066,-0.0228549,0.00213494,-0.0586366,0.0609692,-0.00942777,0.0215778,-0.0010565,0.0175505,-0.0172652,0.0284505,-0.0321792,0.0028571,-0.00981365,-0.021025,-0.0294421,1.35606
-352161,0.985539,0.256513,4,15,0,352169,-3.07954,-2.50683,0.030242,-0.0497286,-0.0199917,-0.00964622,-0.0310681,-0.00842903,-0.0477696,0.0580509,0.000748672,0.0136609,0.00525617,3.98631e-05,-0.00967103,0.0257681,-0.035087,-0.00149711,-0.00783533,-0.0235933,-0.0225494,1.35313
-352161,0.939206,0.256513,4,15,0,352173,-3.07847,-2.51549,0.0302703,-0.0690673,-0.012166,-0.0149557,-0.0269353,0.00809922,-0.0608481,0.0648701,-0.00813291,0.0226998,0.00134527,0.0229631,-0.00896044,0.027403,-0.0374257,0.00077634,-0.00660998,-0.0211972,-0.0305139,1.35351
-352160,0.978926,0.256513,4,15,0,352173,-3.07359,-2.51255,0.0301607,-0.0542153,-0.0180239,-0.0128243,-0.0369266,-0.00716737,-0.0545743,0.0569529,-0.00429141,0.0151282,0.0139222,0.0185578,-0.0111426,0.0203681,-0.0335877,-0.00277435,-0.0065218,-0.0197904,-0.0277598,1.35203
-352162,0.91219,0.256513,4,15,0,352169,-3.09174,-2.52654,0.0305158,-0.0629454,-0.0132197,-0.0124004,-0.0252125,0.00720439,-0.0556226,0.0616957,-0.00263324,0.0217213,-0.00938407,0.00650199,-0.00777792,0.0295272,-0.0303675,-0.00375886,-0.013828,-0.0235602,-0.0234084,1.35684
-352157,0.999533,0.256513,4,15,0,352169,-3.08669,-2.51849,0.0304679,-0.0560277,-0.0181464,-0.0118137,-0.0318117,0.00254348,-0.0591711,0.0596462,-0.00288307,0.00940257,0.0114613,0.012047,-0.0124703,0.0299564,-0.0364301,0.000719607,-0.0100234,-0.0270524,-0.0276693,1.35619
-352160,0.846104,0.256513,4,15,0,352169,-3.07487,-2.50585,0.030114,-0.0614055,-0.0169786,-0.0123151,-0.032486,-0.00914535,-0.0510838,0.0611466,0.00112874,0.0202707,-0.000737739,0.00781114,-0.00507157,0.0202145,-0.0373532,-0.00263378,-0.00395097,-0.0155238,-0.0254797,1.3514
-352160,0.924406,0.256513,4,15,0,352171,-3.08812,-2.51714,0.0304699,-0.0598623,-0.0160562,-0.0112502,-0.0260776,0.00784326,-0.0572658,0.0633762,-0.0058248,0.0159728,0.00603061,0.0150629,-0.0176869,0.0345617,-0.0353317,-0.00211029,-0.0109225,-0.0248242,-0.0248391,1.35622
-352163,0.872157,0.256513,4,15,0,352173,-3.08646,-2.51596,0.030258,-0.0605643,-0.0125135,-0.0125644,-0.0349747,-0.00791812,-0.0530708,0.0586857,-0.00252493,0.0193701,-0.00456836,0.00704753,-0.000964975,0.0172019,-0.0372032,0.000992526,-0.00571642,-0.0195683,-0.026198,1.35335
-352167,0.994026,0.256513,4,15,0,352175,-3.09242,-2.53219,0.0306096,-0.0623737,-0.0141119,-0.0070379,-0.0229536,0.0090292,-0.0597654,0.0553012,-0.00969726,0.0164407,-0.00179966,0.0139339,-0.0181279,0.0329504,-0.0352585,-0.00180425,-0.0122637,-0.0248593,-0.0285507,1.35811
-352164,1,0.256513,4,15,0,352177,-3.06864,-2.51332,0.0303023,-0.0566096,-0.0181379,-0.0180604,-0.0362897,-0.00936165,-0.0490827,0.0677745,0.00262341,0.0200091,0.00713517,0.00847139,-0.00164231,0.0218338,-0.0335625,-0.00114078,-0.0047002,-0.0187901,-0.0229656,1.35395
-352162,0.998525,0.256513,4,15,0,352172,-3.08162,-2.51192,0.0304242,-0.0577449,-0.0195582,-0.00756415,-0.0268914,0.00772279,-0.0596592,0.0537647,-0.00887572,0.0216912,-0.00197535,0.0118108,-0.0173735,0.0300799,-0.0380738,-0.000544233,-0.0113132,-0.0273931,-0.0270126,1.3556
-352169,0.95965,0.256513,3,15,0,352175,-3.07311,-2.51398,0.0303695,-0.0539109,-0.0151316,-0.0174675,-0.0299206,-0.00841226,-0.0493707,0.0663983,0.00776247,0.0154014,0.00947512,0.00967574,0.000687707,0.0264802,-0.0329758,0.000398811,-0.000167648,-0.0163125,-0.0231327,1.35486
-352160,1,0.256513,4,15,0,352177,-3.07496,-2.50814,0.0300823,-0.0635979,-0.0184594,-0.0128877,-0.0212861,-0.00316944,-0.0567438,0.055921,-0.00682636,0.029838,0.00788057,0.0124794,-0.00904759,0.0213852,-0.0400083,0.00197893,-0.0115673,-0.0235937,-0.0272304,1.35097
-352159,0.979527,0.256513,4,15,0,352169,-3.06288,-2.50612,0.0299968,-0.056629,-0.0226912,-0.00311589,-0.0290111,-0.00180432,-0.0509221,0.0580022,-0.00248194,0.018009,0.00648377,0.0124736,-0.00777854,0.0305433,-0.0337836,-0.00163388,-0.00815397,-0.0150881,-0.026009,1.34982
-352161,0.899931,0.256513,4,15,0,352171,-3.07646,-2.50931,0.0301336,-0.0600325,-0.0111469,-0.0156929,-0.0305856,-0.00335758,-0.0550778,0.0606748,-0.00329805,0.0223737,-0.00933764,0.0229928,-0.013627,0.029359,-0.0393883,-0.00332058,-0.00503037,-0.0236123,-0.0219938,1.35166
-352159,0.992569,0.256513,4,15,0,352171,-3.08802,-2.51798,0.0304357,-0.0614371,-0.0227899,-0.0100974,-0.0314948,0.00284866,-0.0546009,0.0633222,-0.00419362,0.0149147,0.0108377,0.0012184,-0.00492945,0.0234047,-0.0327975,0.00195285,-0.0115207,-0.0211843,-0.0289036,1.35575
-352161,0.930459,0.256513,4,15,0,352166,-3.0824,-2.5104,0.0303005,-0.0574906,-0.0096427,-0.0146452,-0.0270145,-0.00400939,-0.0543549,0.0596652,-0.00282129,0.0214091,-0.00578995,0.0216866,-0.0148893,0.0301772,-0.0404487,-0.00345446,-0.0046937,-0.0236296,-0.0219623,1.35392
-352157,0.999507,0.256513,4,15,0,352168,-3.09239,-2.51823,0.0304713,-0.0558159,-0.0202106,-0.0100883,-0.0304477,0.00459833,-0.0554037,0.0655741,-0.00277479,0.0148591,0.00776505,0.00469335,-0.00333371,0.0255501,-0.0371371,0.00179854,-0.00875261,-0.0189926,-0.0236725,1.35624
-352160,0.940796,0.256513,4,15,0,352168,-3.08476,-2.52527,0.0305186,-0.0601302,-0.02099,-0.0113254,-0.0322314,-0.00735159,-0.0559564,0.0600354,-0.00067732,0.0115172,0.0010477,0.0140915,-0.00975347,0.0262593,-0.0347904,-0.00682384,-0.0135032,-0.0304113,-0.0234918,1.35688
-352160,0.982237,0.256513,4,15,0,352171,-3.07117,-2.51096,0.0300994,-0.0604533,-0.0148235,-0.0117199,-0.0257492,0.00238574,-0.0571901,0.061852,-0.0054232,0.0281667,0.00824239,0.00508422,-0.00890993,0.0244439,-0.0366846,0.00562364,-0.00426051,-0.0153215,-0.0264392,1.3512
-352161,0.897472,0.256513,4,15,0,352169,-3.07747,-2.50462,0.0300534,-0.0603055,-0.0168877,-0.0203669,-0.0330991,-0.00608292,-0.0557777,0.0560745,-0.00141516,0.0099673,-0.00191714,0.0159045,-0.0122602,0.0271212,-0.0345543,-0.00577307,-0.0114019,-0.0278828,-0.0261882,1.35058
-352160,0.993294,0.256513,4,15,0,352170,-3.09805,-2.52954,0.0307263,-0.0545804,-0.0146384,-0.00120876,-0.0276426,0.00734402,-0.0480525,0.0622476,-0.00752007,0.0181851,-8.68599e-05,0.00697367,-0.0105801,0.0292931,-0.0372417,-0.00251755,-0.0118552,-0.0214612,-0.0273062,1.3597
-352157,0.995214,0.256513,4,15,0,352166,-3.09473,-2.52673,0.0306954,-0.0517912,-0.0153977,-0.00363659,-0.0261025,0.00324199,-0.0544996,0.0600865,-0.00530178,0.016736,0.00258239,0.00552551,-0.00921711,0.0304883,-0.0340708,-0.00260167,-0.00839731,-0.0225375,-0.0262801,1.35928
-352156,0.961392,0.256513,4,15,0,352163,-3.09354,-2.5273,0.0307356,-0.0562118,-0.0166469,-0.0116303,-0.0280709,0.00957795,-0.0546916,0.0621406,-0.000406763,0.0156492,0.00556833,0.0143166,-0.00778712,0.024025,-0.0318976,-0.00193,-0.00632498,-0.0217603,-0.0264474,1.35982
-352157,0.955174,0.256513,4,15,0,352167,-3.0705,-2.51342,0.0302175,-0.0565321,-0.0172134,-0.0116458,-0.0337745,-0.000500653,-0.051192,0.0667121,0.00132395,0.0233512,0.00408362,0.00201243,-0.00789947,0.0264145,-0.0407774,0.00054447,-0.00654283,-0.022926,-0.0277146,1.3528
-352161,0.781645,0.256513,3,15,0,352172,-3.07575,-2.51121,0.0302387,-0.0500283,-0.0108378,-0.01772,-0.0208509,-0.00505911,-0.0565571,0.0654946,-0.00152304,0.0130239,0.00383053,0.018161,-0.00655171,0.0213948,-0.0392706,0.00373706,-0.00624027,-0.0172672,-0.0271,1.35308
-352162,0.918601,0.256513,4,15,0,352172,-3.07131,-2.5154,0.0302262,-0.0488102,-0.0115159,-0.0185028,-0.020186,-0.00382311,-0.0558812,0.0659951,-0.00433855,0.0130131,0.00513743,0.0174389,-0.0087584,0.0210224,-0.0387312,0.00305931,-0.00614719,-0.0164969,-0.0246812,1.35292
-352165,0.976496,0.256513,4,15,0,352175,-3.09972,-2.5217,0.0306423,-0.0685258,-0.0205556,-0.00931014,-0.0407275,0.00367252,-0.0494461,0.0623292,-0.00523916,0.0220234,-0.00423095,0.00813919,-0.0076245,0.0288905,-0.0297095,-0.00174263,-0.00896307,-0.0282611,-0.0209079,1.35856
-352162,0.894548,0.256513,4,15,0,352174,-3.08283,-2.52539,0.0306582,-0.0546746,-0.0152734,-0.0148867,-0.0248465,-0.00248393,-0.0608121,0.0589541,-0.00195366,0.0138273,0.0108027,0.0151655,-0.00953734,0.0237387,-0.0424574,-0.000338802,-0.00735594,-0.0188871,-0.0327758,1.35877
-352158,0.981647,0.256513,4,15,0,352168,-3.09191,-2.51567,0.0305383,-0.0627952,-0.01258,-0.00347023,-0.0291291,-0.00531952,-0.0509882,0.0665125,-0.00146655,0.0200076,0.00574922,0.0139204,-0.00713457,0.029149,-0.0370065,0.00165931,-0.00564278,-0.0243476,-0.0220023,1.35714
-352160,0.987782,0.256513,4,15,0,352168,-3.07717,-2.50799,0.0300604,-0.0569201,-0.0212692,-0.023585,-0.0294931,0.00568356,-0.0569877,0.0575127,-0.00691576,0.017621,-0.000881707,0.00970832,-0.016112,0.0241463,-0.0348215,-0.00165753,-0.008841,-0.0201605,-0.027614,1.35067
-352162,0.979483,0.256513,4,15,0,352169,-3.09398,-2.51816,0.0304167,-0.0512243,-0.0102102,-0.00255279,-0.0284923,-0.00629289,-0.0539956,0.0696288,-0.0043219,0.014407,0.00113039,0.0107992,-0.0153172,0.0289411,-0.0366567,0.00419186,-0.00922141,-0.0242133,-0.0266191,1.35549
