# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloJerQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_1.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_2.json
# random
#   seed = 922812953 (Default)
# output
#   file = /scratch/juandiaz/jer1/jer1_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
-351872,0.797812,0.0552856,6,63,0,351903,-3.13408,-2.53098,-1.03303,-1.34677,-1.45786,0.315237,0.34097,0.476287,2.02028,-0.25875,0.0113307,0.884002,0.860931,-0.224669,-0.346485,1.2229,-0.196297,1.25245,2.77607,-0.886846,-1.17939,0.814241,0.969323,-0.594664,-0.0217713,0.0835868,-0.736343,-0.179236,-0.103219,1.84117,0.577224,1.05388,-0.596777,-0.683501,0.0309126,-0.0619884,-0.0200297,-0.0235246,-0.0332121,-0.00405582,-0.055739,0.0651657,0.000430601,0.0137996,0.000221217,0.00901462,-0.00384042,0.0236035,-0.0376179,0.00210585,-0.00568321,-0.019307,-0.0285939,1.32932,0.163918,1.36223,-0.146868,-0.191471,-0.207265,0.0448176,0.0484761,0.0677144,0.287226,-0.0367868,0.0016109,0.12568,0.1224,-0.0319414,-0.0492602,0.173862,-0.0279078,0.178062,0.394677,-0.126084,-0.167675,0.115762,0.13781,-0.0845441,-0.00309525,0.0118836,-0.104687,-0.0254823,-0.0146748,0.261761,0.0820646,0.149831,-0.0848445,-0.0971741,0.142171
-351870,0.999398,0.0552856,6,63,0,351891,-3.12797,-2.53256,-0.920489,-1.3988,-1.72918,0.183449,0.297047,0.402824,2.06932,-0.287709,-0.0134796,0.812496,0.844647,-0.167585,-0.351609,1.35556,-0.196712,1.18999,2.86157,-1.03444,-1.26423,0.867068,0.926686,-0.633633,0.0389383,0.0819088,-0.864615,-0.226422,-0.298057,1.83975,0.648058,1.02161,-0.687264,-0.659982,0.030909,-0.0620413,-0.0202977,-0.0242489,-0.0348325,-0.00192292,-0.0551944,0.0642981,0.00296316,0.013629,0.000953438,0.0100206,-0.0034654,0.0237477,-0.0391435,0.00251765,-0.00752673,-0.0202636,-0.0293122,1.66275,0.178177,1.36218,-0.127191,-0.193283,-0.238935,0.0253486,0.0410454,0.0556615,0.285934,-0.039755,-0.00186259,0.112269,0.116712,-0.0231566,-0.0485847,0.187309,-0.0271813,0.16443,0.395406,-0.142937,-0.174688,0.11981,0.128048,-0.0875542,0.00538041,0.011318,-0.119471,-0.0312865,-0.041185,0.254213,0.0895473,0.141164,-0.0949647,-0.091195,0.138178
-351872,0.932294,0.0552856,6,63,0,351895,-3.11631,-2.51757,-0.583186,-1.19413,-2.34934,-0.322717,0.109168,1.05592,1.68451,-0.510187,0.480343,0.500375,0.568464,-0.381417,-0.0950822,0.979625,-0.079211,0.627962,1.86628,-1.26541,-0.841014,0.535286,1.11447,-0.663972,-0.32586,0.564772,-0.786497,0.803132,0.135656,1.25497,0.441163,0.744577,-0.31009,-0.127217,0.0304603,-0.0636792,-0.0149709,-0.0128361,-0.0342445,0.0042289,-0.0541639,0.0679026,-0.0121377,0.0234853,0.00714256,0.00628098,-0.0149654,0.0278115,-0.0348468,-0.00388687,-0.00906386,-0.0228448,-0.0210062,0.287774,0.091021,1.35609,-0.0989517,-0.202614,-0.398622,-0.0547568,0.018523,0.179162,0.285819,-0.0865657,0.0815018,0.0849007,0.0964538,-0.0647167,-0.016133,0.166217,-0.0134401,0.106549,0.31666,-0.214708,-0.142698,0.0908243,0.189097,-0.112659,-0.05529,0.0958272,-0.133448,0.136271,0.0230173,0.212936,0.074854,0.126336,-0.0526143,-0.0215854,0.169674
-351877,0.997835,0.0552856,6,63,0,351899,-3.10287,-2.52582,-0.471399,-1.09936,-1.94496,-0.142657,0.446338,0.269986,1.76794,-0.109905,0.69687,0.586071,0.66073,-0.0243071,-0.506448,1.30741,-0.272312,1.06151,2.38503,-0.413596,-1.14225,0.746484,0.665112,-0.577675,0.00843593,-0.269316,-0.919348,-0.342556,-0.254648,1.4076,0.300912,0.673978,-0.459585,-0.912562,0.0304765,-0.0673203,-0.0138307,-0.0230918,-0.0282269,0.00202323,-0.0483651,0.0671316,-0.00544072,0.0202247,0.00325125,0.00458448,-0.00633648,0.0286327,-0.0368216,0.00045296,-0.00481089,-0.0248123,-0.0244186,0.672138,0.12275,1.35631,-0.0705801,-0.164601,-0.291209,-0.0213593,0.0668278,0.0404237,0.264704,-0.0164555,0.104339,0.0877493,0.0989276,-0.00363938,-0.0758278,0.195752,-0.0407718,0.158934,0.357097,-0.0619256,-0.171023,0.111767,0.0995837,-0.0864923,0.00126307,-0.0403232,-0.137649,-0.051289,-0.0381271,0.210753,0.0450539,0.100911,-0.0688112,-0.136633,0.149725
-351873,0.996421,0.0552856,6,63,0,351903,-3.10836,-2.52769,-1.03453,-1.4535,-2.89327,-0.0610522,-0.602287,0.999226,1.79809,-1.13753,0.478792,0.485778,0.583956,-0.643614,-0.365765,1.21201,-0.275453,0.419103,2.16895,-1.40991,-0.989847,0.727915,1.12348,-0.992015,-0.263531,0.47335,-0.923861,0.767309,-0.127858,0.860816,0.334411,0.880255,-0.413922,-0.575502,0.0305807,-0.0592171,-0.0138963,-0.0210814,-0.0357167,-0.00635359,-0.060271,0.0623036,-4.01419e-05,0.0162279,0.00707212,0.0114993,-0.012365,0.0250926,-0.0348095,-0.00532798,-0.0137032,-0.0209324,-0.0271469,0.746377,0.12312,1.35772,-0.147432,-0.207141,-0.412323,-0.00870062,-0.0858327,0.142401,0.256248,-0.162111,0.0682333,0.0692288,0.0832203,-0.0917223,-0.0521256,0.172725,-0.0392552,0.0597269,0.3091,-0.200928,-0.141064,0.103736,0.160109,-0.141373,-0.0375562,0.0674577,-0.131661,0.10935,-0.0182211,0.122676,0.0476573,0.125446,-0.0589886,-0.0820155,0.142511
-351872,0.985911,0.0552856,6,63,0,351898,-3.10996,-2.52637,-1.04765,-1.47551,-2.88488,-0.0658282,-0.632601,0.945955,1.77827,-1.13932,0.477474,0.507641,0.580868,-0.63847,-0.389936,1.22301,-0.238714,0.461019,2.1197,-1.46317,-0.946819,0.662569,1.10827,-1.02162,-0.267623,0.48382,-0.889913,0.746319,-0.115623,0.903724,0.364802,0.899428,-0.414128,-0.567682,0.0305956,-0.060644,-0.0147151,-0.0206305,-0.0360285,-0.00609205,-0.058382,0.0624284,0.000780039,0.0153778,0.00798726,0.0124008,-0.0130718,0.0243991,-0.0347917,-0.00521734,-0.0138244,-0.0206738,-0.0276634,0.751805,0.126963,1.35792,-0.153405,-0.216056,-0.422427,-0.0096391,-0.0926305,0.138514,0.260389,-0.166828,0.0699156,0.0743329,0.0850553,-0.0934899,-0.0570976,0.179082,-0.0349544,0.0675061,0.310383,-0.214249,-0.138641,0.0970187,0.162281,-0.149594,-0.0391876,0.0708448,-0.130308,0.109282,-0.0169304,0.132331,0.0534173,0.131702,-0.06064,-0.0831247,0.146428
-351869,0.996285,0.0552856,6,63,0,351897,-3.09921,-2.52684,-1.01985,-1.21452,-1.67426,-0.115879,-0.714188,0.617765,1.63627,-1.12673,0.518908,0.300148,0.766059,-0.856112,-0.615932,1.19247,-0.262763,0.842398,2.01609,-1.37016,-1.18073,0.563451,0.78594,-0.736286,-0.422028,0.276001,-1.24382,0.205764,-0.284915,1.11696,0.419163,0.759297,-0.861152,-0.69022,0.030724,-0.0627836,-0.0102453,-0.0214259,-0.0283124,-0.0036929,-0.046588,0.0614925,0.000660582,0.0174767,0.00469531,0.0165197,-0.0114133,0.0274451,-0.0338722,-0.00550636,-0.0109209,-0.0196464,-0.0283728,1.01368,0.148002,1.35967,-0.149917,-0.178533,-0.246114,-0.0170341,-0.104985,0.090811,0.24053,-0.165628,0.0762792,0.0441216,0.11261,-0.125848,-0.0905415,0.175292,-0.038626,0.123832,0.296363,-0.201413,-0.173567,0.0828268,0.115533,-0.108233,-0.0620378,0.0405719,-0.182841,0.0302472,-0.0418822,0.164192,0.0616166,0.111616,-0.126589,-0.101462,0.146999
-351877,0.9687,0.0552856,6,63,0,351897,-3.10865,-2.54202,-0.979693,-1.83739,-2.37031,-0.0619993,0.227993,0.520408,1.71323,-0.045878,-0.138384,0.618748,0.584603,-0.423828,-0.32196,1.06836,-0.502606,0.374632,2.25804,-1.91,-1.40537,0.65969,0.901898,-1.15501,-0.198558,0.271343,-1.11326,-0.1963,-0.115889,1.28662,-0.0779623,0.751869,-0.702669,-1.10863,0.0310918,-0.0643493,-0.0170939,-0.0189779,-0.0428638,0.000861197,-0.0625142,0.0613485,-0.000622853,0.0233447,0.000504236,0.00737797,-0.010566,0.0259945,-0.0401694,0.002325,-0.0109127,-0.0149873,-0.0196925,0.904591,0.13147,1.36468,-0.135423,-0.253982,-0.327647,-0.00857015,0.0315154,0.0719359,0.236819,-0.00634171,-0.0191289,0.0855295,0.0808096,-0.0585857,-0.0445045,0.147679,-0.0694752,0.0517853,0.312128,-0.264019,-0.194264,0.0911889,0.124669,-0.159657,-0.0274466,0.0375077,-0.153885,-0.0271346,-0.0160193,0.17785,-0.0107767,0.103931,-0.0971298,-0.153246,0.13823
-351884,0.989602,0.0552856,6,63,0,351911,-3.09991,-2.50791,-0.593552,-1.5324,-2.63656,-0.361833,0.0428694,0.750738,1.60647,-1.21836,0.462906,0.518973,0.837393,-0.0298766,-0.168145,1.18716,-0.196139,1.09954,2.70041,-0.631629,-1.24891,0.736296,0.957358,-0.239833,-0.636581,-0.0955856,-0.926087,0.480192,0.0307465,0.848884,1.11537,0.662464,-0.34967,0.174732,0.0301674,-0.0640368,-0.0187473,-0.0249195,-0.0297048,0.000484923,-0.049827,0.0788976,-0.00797898,0.0121103,0.0107678,0.00789954,-0.00857291,0.0279617,-0.0341067,-0.00529325,-0.00683691,-0.0288486,-0.0256741,1.80069,0.19449,1.35212,-0.0860271,-0.222101,-0.382133,-0.0524428,0.00621332,0.108809,0.232836,-0.176585,0.0670919,0.075218,0.121369,-0.00433021,-0.0243703,0.172062,-0.0284276,0.159364,0.391387,-0.0915459,-0.181012,0.106716,0.138756,-0.0347605,-0.0922636,-0.0138538,-0.134223,0.0695972,0.00445628,0.123034,0.161658,0.096015,-0.0506799,0.025325,0.144936
-351877,0.923768,0.0552856,6,63,0,351911,-3.0979,-2.50994,-0.692009,-1.12904,-2.94376,-0.0540119,-0.133278,0.735526,1.78266,-0.879931,0.62753,0.590856,0.674866,-0.43684,-0.716516,1.45154,-0.181223,1.13303,2.71204,-1.03153,-0.88041,0.728814,0.861846,-1.00236,-0.0799753,0.464369,-0.999413,0.187061,-0.109259,1.26655,0.8895,1.03403,-0.584152,-0.593601,0.0301691,-0.064449,-0.023501,-0.0186795,-0.0402173,-0.00303065,-0.0450388,0.0725892,-0.00674742,0.00836947,0.00148721,0.00339164,-0.00819858,0.0265897,-0.0417667,-0.00734642,-0.0130802,-0.0275891,-0.0222833,1.77333,0.190931,1.35214,-0.0992188,-0.16188,-0.422071,-0.00774412,-0.0191092,0.105458,0.255595,-0.126163,0.089974,0.0847157,0.0967609,-0.0626333,-0.102733,0.208119,-0.0259833,0.162452,0.388846,-0.147898,-0.126231,0.104496,0.12357,-0.143716,-0.0114667,0.0665802,-0.143294,0.0268204,-0.0156653,0.181595,0.127535,0.148258,-0.0837545,-0.0851093,0.143378
-351876,0.871986,0.0552856,6,63,0,351904,-3.13813,-2.52907,-0.719829,-1.44183,-1.55564,0.449059,0.992459,0.730842,1.98355,-0.375061,-0.176794,0.67056,0.557465,-0.223439,-0.0382576,1.20678,-0.106506,0.641518,2.1961,-1.16996,-1.16478,0.580986,1.10849,-0.604998,-0.300314,0.195941,-0.948149,0.473444,-0.175781,1.30749,0.147357,0.692959,-0.527509,-0.245826,0.0307887,-0.0637385,-0.00981225,-0.0220279,-0.0261163,-0.0053007,-0.0639786,0.0650989,0.0032853,0.0224792,0.00728232,0.00774101,-0.0110372,0.0255933,-0.0324128,0.00378478,-0.00434522,-0.0165199,-0.0264737,0.527674,0.108849,1.36055,-0.107863,-0.21605,-0.233105,0.0672891,0.148715,0.109513,0.297224,-0.0562009,-0.0264917,0.10048,0.0835332,-0.0334812,-0.00573271,0.18083,-0.0159593,0.0961281,0.329075,-0.175313,-0.174536,0.0870577,0.166102,-0.0906559,-0.0450004,0.0293607,-0.142075,0.0709432,-0.0263399,0.19592,0.0220807,0.103836,-0.0790445,-0.0368358,0.149845
-351873,0.892802,0.0552856,6,63,0,351904,-3.14531,-2.53004,-0.678836,-1.04793,-2.38784,-0.779806,-0.530464,0.701331,1.53601,-0.489752,0.527694,0.541667,0.649653,-0.299745,-0.244073,1.1731,-0.0775639,0.912046,2.30649,-0.947744,-0.854241,1.17379,0.794242,-0.606499,-0.0919976,0.369156,-0.680647,0.131476,0.182368,1.32027,0.849011,0.937317,-0.507843,-0.310521,0.0307961,-0.0631545,-0.0286582,-0.0155773,-0.0407342,0.0060519,-0.0557642,0.0639976,-0.00613582,0.0121233,0.000984844,0.0162973,-0.00986841,0.0295787,-0.0416986,-9.32471e-05,-0.0124367,-0.0260718,-0.0249387,3.34409,0.291523,1.36065,-0.108218,-0.167058,-0.380661,-0.124314,-0.0845648,0.111804,0.244865,-0.0780747,0.0841232,0.0863507,0.103566,-0.0477843,-0.0389094,0.187012,-0.012365,0.145395,0.367693,-0.151086,-0.13618,0.187122,0.126615,-0.0966861,-0.014666,0.0588496,-0.108507,0.0209595,0.0290725,0.210473,0.135347,0.149424,-0.0809587,-0.0495023,0.159417
-351868,0.980335,0.0552856,6,63,0,351899,-3.10965,-2.51677,-0.753815,-1.43502,-1.83423,-0.00984042,0.749055,0.842457,2.29705,-0.162204,0.0634472,0.820042,0.743624,-0.275987,-0.143594,1.52545,-0.0901567,0.901796,2.452,-1.46779,-1.32613,0.475398,1.05993,-0.66336,-0.315982,0.241589,-1.01166,0.570585,-0.317252,1.09205,0.128722,0.872018,-0.399585,-0.412851,0.0303802,-0.0658299,-0.00959219,-0.0238749,-0.0307855,-0.00495889,-0.0531353,0.0660412,0.00177048,0.018348,0.00826882,0.00736757,-0.0088116,0.0229725,-0.0304561,-0.00117279,-0.00402218,-0.0179789,-0.0259674,0.794002,0.119844,1.355,-0.101384,-0.193002,-0.246695,-0.00132349,0.100744,0.113306,0.308941,-0.0218156,0.00853334,0.110292,0.100014,-0.0371188,-0.0193127,0.205166,-0.0121256,0.121287,0.329782,-0.19741,-0.178358,0.0639387,0.142555,-0.0892186,-0.042498,0.0324925,-0.136064,0.0767408,-0.0426689,0.146875,0.0173125,0.117282,-0.0537422,-0.0555265,0.134495
