# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloJerQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_1.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 922812954 (Default)
# output
#   file = /scratch/juandiaz/jer1/jer1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
-351878,0.976856,0.0598665,6,63,0,351921,-3.13896,-2.51871,-0.575158,-1.30108,-1.93114,0.512722,1.03253,1.01267,2.06146,0.722481,0.44496,1.13748,0.77219,0.0518279,-0.264141,1.47743,0.0428565,1.2974,2.69028,-0.76708,-0.879495,1.1043,1.3166,-0.486603,0.175825,0.0672514,-0.393996,0.707804,-0.0123163,1.24509,0.588909,1.25967,-0.579992,-0.146028,0.0303606,-0.0568039,-0.0100277,-0.0187929,-0.0328346,0.00139806,-0.0482711,0.0657019,-0.00344133,0.0119343,0.0171208,0.00820691,-0.01568,0.0300169,-0.0315236,0.00118102,-0.00562705,-0.0247077,-0.0231538,1.25818,0.154943,1.35474,-0.0794489,-0.179723,-0.266756,0.0708244,0.142628,0.139885,0.284758,0.0997993,0.0614641,0.157125,0.106666,0.0071592,-0.0364868,0.204084,0.00591994,0.179215,0.371619,-0.10596,-0.121488,0.152542,0.181867,-0.0672165,0.0242874,0.00928971,-0.0544242,0.0977718,-0.0017013,0.17199,0.0813483,0.174003,-0.0801167,-0.0201714,0.138134
-351872,0.998352,0.0598665,6,63,0,351902,-3.16793,-2.52787,-0.321475,-1.12686,-1.6334,0.84007,0.727196,1.32093,2.14656,-0.18267,0.845775,0.904442,0.931071,-0.306645,-0.109952,1.79576,0.0951023,1.21797,2.6662,-1.35262,-0.753206,1.5686,1.17906,-0.997677,-0.222568,0.81595,-0.641291,0.426156,-0.0143095,1.79018,0.57037,1.12495,-0.149313,-0.1798,0.0308843,-0.0693744,-0.016985,-0.0263146,-0.0389352,0.00107663,-0.0570437,0.0723014,-0.00608902,0.0236447,-0.00100404,0.00719187,-0.00398646,0.0291648,-0.0342492,0.00102801,-0.00620403,-0.0207895,-0.0288318,1.49831,0.165784,1.36185,-0.0435401,-0.152621,-0.221225,0.113778,0.0984903,0.178904,0.290727,-0.0247406,0.114551,0.122496,0.126103,-0.0415316,-0.0148917,0.243215,0.0128805,0.16496,0.361106,-0.183197,-0.102013,0.212448,0.15969,-0.135124,-0.0301442,0.110511,-0.0868555,0.0577179,-0.00193806,0.242459,0.0772501,0.152361,-0.0202227,-0.0243518,0.135438
-351881,0.951868,0.0598665,6,63,0,351913,-3.15585,-2.51366,-0.324581,-1.23573,-1.70478,0.739239,0.710523,0.985326,2.56426,-0.432562,0.468166,1.05195,1.13466,0.590001,-0.0339882,2.05919,0.185292,0.97267,3.15442,-1.592,-0.725796,0.371756,1.57202,-0.27291,0.14706,0.268704,-0.624453,1.03975,0.171452,1.5177,0.760514,1.45191,-0.490561,0.00275685,0.0303856,-0.0633241,-0.0188881,-0.0179549,-0.0391945,-0.00603532,-0.0534153,0.0643844,-0.00158987,0.0092027,0.00631619,0.00986125,-0.0123968,0.0247904,-0.0389057,-0.00218174,-0.0094923,-0.018827,-0.0196177,1.36798,0.15042,1.35507,-0.0417435,-0.158924,-0.219247,0.0950716,0.0913784,0.12672,0.329782,-0.0556306,0.0602096,0.135288,0.145926,0.0758784,-0.00437113,0.264827,0.0238299,0.125092,0.405681,-0.204743,-0.0933426,0.0478105,0.202173,-0.0350982,0.018913,0.0345573,-0.0803092,0.133719,0.02205,0.195187,0.0978076,0.186726,-0.0630897,0.000354551,0.128607
-351877,0.998164,0.0598665,6,63,0,351913,-3.16724,-2.53501,-0.523686,-0.868401,-2.51457,0.0237977,-0.0449383,1.25139,2.15562,0.208471,0.418482,0.985414,0.958078,-0.453874,0.106255,1.80054,0.0990053,1.53401,2.65036,-0.682809,-0.991357,1.90314,1.24136,-0.539779,0.0304562,0.999607,-0.655018,0.259939,0.422668,1.75493,0.828128,0.975762,-0.0354453,-0.496245,0.0308983,-0.0642848,-0.0183642,-0.0243339,-0.0319211,0.00901156,-0.0538209,0.0695297,-0.00416194,0.0229349,0.000487948,0.00803932,-0.00503532,0.0274232,-0.0338321,0.000862879,-0.00671747,-0.025835,-0.0314446,1.84543,0.184947,1.36204,-0.0712965,-0.118227,-0.342344,0.00323991,-0.00611807,0.170369,0.293475,0.0283821,0.0569737,0.134158,0.130436,-0.0617921,0.014466,0.245132,0.013479,0.208846,0.36083,-0.0929602,-0.134967,0.2591,0.169004,-0.0734876,0.00414643,0.13609,-0.0891767,0.035389,0.0575436,0.238923,0.112745,0.132844,-0.00482566,-0.0675607,0.136144
-351878,0.937491,0.0598665,6,63,0,351909,-3.18021,-2.53285,-0.525443,-1.09563,-1.48291,0.251045,0.645091,1.03471,2.30866,0.37402,0.485469,1.08965,0.875016,0.246615,-0.00354786,1.52258,0.289076,0.995557,2.83985,-0.767223,-0.448333,0.487495,1.47744,-0.107418,0.101139,0.432723,-0.474382,0.890914,-0.142437,1.18633,0.945559,1.40556,-0.499904,0.416857,0.0307646,-0.0655256,-0.0191691,-0.0195907,-0.0368503,-0.00771205,-0.0438404,0.0647654,0.00174399,0.0108876,0.00187136,0.00827507,-0.0143154,0.0243592,-0.0399132,-0.0010989,-0.0105253,-0.0178221,-0.0200188,1.1004,0.157104,1.36022,-0.0786933,-0.164088,-0.222088,0.0375978,0.0966125,0.154964,0.345758,0.0560153,0.0727066,0.163191,0.131047,0.0369344,-0.000531348,0.22803,0.0432937,0.1491,0.425312,-0.114904,-0.0671449,0.07301,0.221269,-0.0160876,0.0151472,0.064807,-0.0710461,0.133428,-0.0213322,0.177672,0.141612,0.210505,-0.0748684,0.0624308,0.149766
-351884,0.975174,0.0598665,6,63,0,351907,-3.18564,-2.53075,-0.487602,-1.08686,-1.15609,0.448796,1.01324,1.25595,2.25186,0.623685,0.259648,1.09543,0.681691,0.237733,0.197786,1.65568,0.260355,0.994497,2.94339,-0.660588,-0.389255,0.576873,1.2836,-0.277977,0.000334195,0.289149,-0.691894,0.88216,-0.0679526,1.04569,0.686712,1.41254,-0.326801,0.424323,0.0308424,-0.0678141,-0.0182956,-0.0189098,-0.041128,-0.00503673,-0.0451855,0.0618487,0.00372478,0.00596534,0.00592773,0.0100279,-0.015008,0.0262166,-0.0402778,-0.0039875,-0.0122967,-0.0174343,-0.02631,1.1864,0.162495,1.36128,-0.0727426,-0.162143,-0.17247,0.0669535,0.15116,0.187368,0.335943,0.0930441,0.0387354,0.163422,0.101698,0.0354661,0.0295066,0.247003,0.0388409,0.148364,0.439109,-0.0985495,-0.0580708,0.0860606,0.191493,-0.0414699,4.98568e-05,0.0431366,-0.10322,0.131605,-0.0101375,0.156,0.102447,0.210729,-0.0487537,0.0633025,0.149185
-351874,0.998704,0.0598665,6,63,0,351907,-3.1731,-2.5293,-0.710842,-0.949166,-2.07965,-0.3615,0.879117,1.08142,2.50272,-0.496014,0.149121,1.21223,0.920751,-0.0896713,0.0129496,1.82774,0.133902,0.965965,2.64976,-0.954827,-0.637874,0.709313,1.35604,0.246833,0.175274,0.565076,-0.672383,0.821565,0.0502433,1.4619,1.13878,1.25759,-0.252994,0.275583,0.0307669,-0.0659342,-0.0207225,-0.0209337,-0.0357102,-0.000253174,-0.0557032,0.0531617,0.00183328,0.0182562,0.01116,0.0101288,-0.0104758,0.0289041,-0.0396986,-0.00259663,-0.00745211,-0.0185736,-0.0259782,1.6322,0.178948,1.36025,-0.0995665,-0.132948,-0.291293,-0.0506348,0.123137,0.151473,0.350552,-0.069476,0.0208872,0.169795,0.128968,-0.0125601,0.00181383,0.256009,0.0187555,0.135301,0.371148,-0.133741,-0.089346,0.0993525,0.189938,0.0345735,0.0245504,0.0791494,-0.0941797,0.115075,0.00703751,0.204766,0.159507,0.176148,-0.0354365,0.0386006,0.140069
-351872,0.756945,0.0598665,6,63,0,351896,-3.17152,-2.53007,-0.936935,-1.06841,-2.21899,-0.497749,0.919303,1.10614,2.39489,-0.479339,0.280201,1.40422,0.996679,0.0630821,0.105291,1.57157,0.20622,1.19208,2.31975,-1.16346,-0.649807,0.988665,1.21959,-0.0884238,-0.283849,0.428523,-0.704414,0.791079,-0.0563401,1.43453,1.08125,1.2007,-0.163649,0.118532,0.0307573,-0.0677322,-0.0184964,-0.0243862,-0.0379348,-0.00250041,-0.0571643,0.0676146,-0.00286078,0.0189377,0.0131136,0.0143268,-0.00987352,0.0274815,-0.0329894,-0.00121182,-0.00938124,-0.0228482,-0.0250988,1.46049,0.187162,1.36012,-0.145104,-0.165465,-0.343656,-0.0770867,0.142373,0.171308,0.370898,-0.0742355,0.0433949,0.217472,0.154356,0.00976955,0.0163065,0.243389,0.0319373,0.184618,0.35926,-0.180186,-0.100636,0.153115,0.188879,-0.0136942,-0.0439599,0.0663655,-0.109093,0.122515,-0.00872541,0.222166,0.167453,0.185953,-0.0253443,0.0183571,0.15487
-351879,0.33431,0.0598665,6,63,0,351910,-3.1409,-2.52757,-0.215734,-1.25459,-2.1208,0.47323,-0.136134,0.854083,2.36251,-0.0717912,0.747154,0.613469,0.795186,-0.317934,-0.453093,1.51949,-0.0884918,1.1091,2.51274,-0.713623,-1.05661,1.08127,1.13097,-0.997975,0.21351,0.575466,-0.754216,0.268693,0.300774,1.63013,0.388497,0.944893,-0.60083,-0.656789,0.0308022,-0.0675101,-0.0174744,-0.0208344,-0.0346479,0.0052351,-0.0512207,0.0647074,-0.00486719,0.0188434,-0.00552336,0.00779955,-0.0153438,0.0164974,-0.0400032,-0.000648133,-0.0078307,-0.0241689,-0.0248142,0.615073,0.0937977,1.36073,-0.0258016,-0.150048,-0.253647,0.056598,-0.0162815,0.102148,0.282554,-0.00858618,0.0893591,0.0733704,0.0951037,-0.0380247,-0.0541896,0.18173,-0.0105836,0.132648,0.300521,-0.0853488,-0.12637,0.129319,0.135263,-0.119357,0.0255357,0.0688254,-0.0902037,0.0321355,0.0359724,0.194963,0.0464639,0.113009,-0.0718589,-0.0785515,0.119599
-351873,0.934044,0.0598665,6,63,0,351912,-3.11774,-2.52287,-1.06331,-1.46515,-2.30767,-0.526686,0.709638,0.833232,2.11836,-0.3552,0.286722,0.731131,0.64786,-0.312811,-0.227156,1.48972,-0.243629,0.828185,2.61821,-1.46803,-1.15342,0.636887,1.14016,-0.518294,-0.465491,0.0718045,-1.02905,0.469706,-0.423086,1.36223,0.767675,0.994299,-0.68541,-0.392867,0.0306698,-0.060456,-0.0185116,-0.0193212,-0.0367056,-0.00451394,-0.0558026,0.0698273,-0.000973961,0.0162611,0.0137996,0.0112639,-0.00524711,0.0359335,-0.0310286,-0.000280533,-0.00932199,-0.0194379,-0.0259406,4.17438,0.242099,1.35893,-0.125995,-0.173611,-0.273445,-0.0624091,0.0840879,0.098733,0.251013,-0.0420891,0.0339748,0.0866347,0.0767675,-0.0370662,-0.0269167,0.176523,-0.0288686,0.098135,0.310242,-0.173952,-0.136673,0.0754673,0.135102,-0.0614147,-0.0551579,0.00850841,-0.121936,0.0556573,-0.0501331,0.161416,0.0909649,0.117818,-0.0812169,-0.0465523,0.118494
-351864,0.969516,0.0598665,6,63,0,351897,-3.09972,-2.52809,-0.82547,-1.3873,-2.32923,-0.0452084,-0.169447,0.61951,1.6813,-0.0972734,0.044798,0.460803,0.786206,-0.477268,-0.601781,1.03731,-0.266254,0.696636,2.22691,-1.0081,-1.25545,0.674904,0.794906,-1.16673,-0.127438,0.325232,-0.976371,0.122205,-0.61369,1.14321,0.1759,0.64444,-0.391638,-0.490292,0.0308096,-0.0676091,-0.0191906,-0.0228722,-0.034655,0.00087249,-0.0536843,0.0598123,-0.00369852,0.0169939,-0.00163771,0.0100174,-0.0126935,0.0164731,-0.0412492,-0.00224203,-0.00618385,-0.0237329,-0.0272091,0.366913,0.0989045,1.36083,-0.134783,-0.22652,-0.380318,-0.00738165,-0.0276675,0.101154,0.274524,-0.0158829,0.00731464,0.0752402,0.128372,-0.0779287,-0.0982592,0.169373,-0.0434742,0.113747,0.363612,-0.164603,-0.20499,0.110199,0.129793,-0.190504,-0.0208082,0.0531042,-0.159422,0.0199537,-0.100204,0.186663,0.0287212,0.105225,-0.063947,-0.0800553,0.163281
-351876,0.767392,0.0598665,6,63,0,351902,-3.05584,-2.52152,-1.22851,-1.84763,-2.60206,-0.811909,0.327717,0.215741,1.57282,-2.00111,-0.0980529,0.194697,-0.137253,-0.770812,-0.675512,1.26226,-0.623647,0.508611,2.08317,-1.17409,-1.453,0.48647,0.645395,-1.0541,-0.840151,-0.150542,-1.42773,-0.187718,-0.493999,1.28357,0.413381,0.553058,-1.36798,-0.818841,0.0305323,-0.0600732,-0.0196246,-0.0223754,-0.0381901,0.00377966,-0.0570875,0.0702571,-0.00657309,0.016567,0.0111454,0.00896202,-0.00616973,0.0377321,-0.0310541,0.0047097,-0.0102738,-0.0239637,-0.0236161,0.412326,0.0854445,1.35706,-0.163472,-0.245854,-0.346243,-0.108037,0.0436077,0.0287076,0.209287,-0.266278,-0.0130474,0.0259074,-0.0182635,-0.102568,-0.0898869,0.167963,-0.0829856,0.0676783,0.277197,-0.156231,-0.193344,0.0647321,0.0858794,-0.140264,-0.111795,-0.0200319,-0.189981,-0.0249787,-0.065734,0.170798,0.0550065,0.0735927,-0.18203,-0.108959,0.133065
-351873,0.938005,0.0598665,6,63,0,351899,-3.05939,-2.51927,-1.03318,-1.44873,-2.87261,-0.446057,-0.11518,0.39907,1.59293,-1.90705,-0.0643659,0.186477,-0.0106901,-0.908015,-0.435894,0.886962,-0.491708,0.697416,2.36653,-1.26948,-1.35264,0.822191,0.789775,-1.13993,-0.541271,0.136946,-1.50505,-0.273753,-0.364617,1.12728,-0.0805706,0.500154,-1.0003,-0.73184,0.0305582,-0.0550038,-0.0127514,-0.0234283,-0.0416557,-0.00390936,-0.0600136,0.0672292,-0.00255007,0.0105582,0.000660122,0.00679989,-0.00646241,0.0288665,-0.038371,0.000542616,-0.00157494,-0.0228864,-0.0277031,0.394935,0.0907769,1.35742,-0.149242,-0.209267,-0.414943,-0.0644323,-0.0166376,0.057645,0.230096,-0.275471,-0.00929756,0.0269363,-0.00154417,-0.131161,-0.0629642,0.12812,-0.0710265,0.100741,0.341841,-0.183374,-0.195387,0.118764,0.114082,-0.164661,-0.0781857,0.0197816,-0.217402,-0.0395431,-0.0526684,0.162834,-0.0116383,0.0722465,-0.144492,-0.105713,0.144448
