# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloJer2QR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_2.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_3.json
# random
#   seed = 1974191585 (Default)
# output
#   file = /scratch/juandiaz/jer2/jer2_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,mu_l2_raw.1,mu_l2_raw.2,mu_l2_raw.3,mu_l2_raw.4,mu_l2_raw.5,mu_l2_raw.6,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,tau.1,tau.2,stdnormal.1,stdnormal.2,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,mu_l2.1,mu_l2.2,mu_l2.3,mu_l2.4,mu_l2.5,mu_l2.6,sigma.1,sigma.2
-210448,0.591252,0.0353094,7,127,0,210475,-3.39449,-2.58136,-0.873139,-0.775071,-0.738758,1.53857,-0.811515,0.809278,0.856838,-0.0458707,1.05652,0.642484,0.23813,-0.381012,0.175902,0.626445,-0.501097,0.604846,1.18712,-0.957774,-1.27713,-0.709539,0.386291,-1.91637,-0.0155239,1.29671,-1.36063,0.828387,0.898157,0.445055,1.27527,0.991646,-0.229678,-0.241919,-0.973013,0.933101,0.781806,-1.00408,0.0909611,0.668228,0.0349158,-0.0700919,-0.018779,-0.0177165,-0.0243046,-0.000775657,-0.0275133,0.0260971,0.0241222,0.00899124,0.0218783,-0.00522006,0.0293909,-0.0321724,0.00218968,-0.00986216,1.26491,2.34455,0.187331,0.327036,1.41787,-0.145433,-0.129098,-0.12305,0.256269,-0.135168,0.134796,0.142718,-0.00764035,0.175978,0.107014,0.0396637,-0.0634626,0.0292987,0.104343,-0.0834643,0.100745,0.197731,-0.15953,-0.212723,-0.118183,0.0643418,-0.319196,-0.0025857,0.215985,-0.226631,0.137979,0.1496,0.0741297,0.212412,0.165172,-0.0382559,-0.0402947,-0.207819,0.199294,0.16698,-0.214454,0.0194278,0.142722,0.166563,0.213583
-210445,0.970666,0.0353094,7,127,0,210476,-3.39908,-2.57025,-1.49051,-1.1664,-1.40016,1.31223,-1.16657,0.778549,0.94352,-0.391872,0.648373,0.649205,0.709992,-0.119948,0.00844466,1.00312,-0.502803,0.322116,2.24139,-1.0137,-1.25675,-0.167098,0.421954,-1.32021,0.263956,1.16534,-1.48308,0.372355,0.871462,1.34338,1.38536,1.21329,-0.159111,-0.0849769,-0.747095,1.4943,1.3871,-1.95902,0.559588,1.01727,0.0345042,-0.0818648,-0.0246196,-0.0196385,-0.0204266,-0.00234866,-0.0364376,0.00992394,0.0336083,-0.00491803,0.014146,-0.00848122,0.0454243,-0.0319693,-0.00174963,-0.00962518,1.09015,1.09625,0.146646,0.157644,1.41205,-0.209345,-0.163824,-0.196655,0.184306,-0.163847,0.109349,0.132519,-0.0550392,0.0910652,0.0911822,0.0997198,-0.0168469,0.00118607,0.140891,-0.0706197,0.0452418,0.314807,-0.142376,-0.176513,-0.0234692,0.0592642,-0.185426,0.0370731,0.163674,-0.208301,0.052298,0.122399,0.18868,0.194576,0.170409,-0.0223474,-0.0119352,-0.112485,0.224987,0.208847,-0.294958,0.0842537,0.153164,0.140452,0.150564
-210450,0.992632,0.0353094,6,63,0,210480,-3.51036,-2.57331,-0.789985,-0.583832,-1.06339,0.302432,-0.395427,0.685236,0.795914,-0.389197,0.401149,0.618514,0.504389,-0.710628,0.852599,0.662377,-0.326892,0.70897,1.85079,-1.25783,-0.90767,-0.0238223,0.643646,-1.40144,-0.489444,0.842641,-1.0444,0.739727,0.461048,0.887008,1.04804,1.26141,-0.00306777,0.496795,-0.67921,1.50164,1.56671,-1.09338,0.487611,1.29067,0.0347755,-0.0772966,-0.0260379,-0.0222033,-0.0401027,-0.0102834,-0.0364405,0.0139232,0.0259651,0.00297072,0.0160002,-0.00721029,0.0314514,-0.0240557,-0.00455901,8.57607e-05,0.867309,0.966084,0.164057,0.193575,1.41588,-0.139164,-0.102848,-0.187327,0.0532765,-0.0696585,0.120711,0.140209,-0.0685611,0.0706666,0.108958,0.0888533,-0.125184,0.150194,0.116685,-0.0575854,0.124892,0.326035,-0.22158,-0.159895,-0.00419655,0.113385,-0.246878,-0.0862207,0.14844,-0.183981,0.130311,0.0812184,0.156256,0.184623,0.22221,-0.000540419,0.0875156,-0.133766,0.295739,0.308554,-0.215335,0.0960319,0.254189,0.17616,0.196944
-210449,0.98893,0.0353094,7,127,0,210480,-3.4007,-2.54438,-0.944854,-1.35792,-1.76996,2.23897,-0.613576,0.752186,1.20398,0.273629,0.216244,0.669058,0.52256,0.43276,-0.400525,0.608954,-0.623689,0.450179,2.03073,-0.513349,-0.806699,-0.171484,0.73047,-1.10441,-0.147391,1.30494,-1.21423,0.321412,1.04416,1.27655,0.987567,1.11514,-0.225318,0.259271,-0.653769,1.4105,0.619947,-1.40831,0.176769,0.978983,0.0340093,-0.068945,-0.0205141,-0.0183495,-0.0236187,-0.0014038,-0.0235255,0.0117466,0.0333945,0.00507997,0.0170402,-0.00606444,0.0376293,-0.031676,-0.00496571,-0.0122371,2.37815,0.911929,0.226025,0.177722,1.40508,-0.138485,-0.199026,-0.259418,0.328159,-0.0899301,0.110246,0.176464,0.040105,0.0316943,0.0980619,0.0765901,0.0634283,-0.0587038,0.0892526,-0.0914123,0.0659815,0.297639,-0.0752401,-0.118235,-0.0251339,0.107063,-0.16187,-0.0216027,0.191261,-0.177966,0.0471084,0.153039,0.187101,0.144745,0.163443,-0.0330243,0.0380006,-0.12167,0.262504,0.115376,-0.262096,0.0328977,0.182195,0.146567,0.186106
-210443,0.958167,0.0353094,6,63,0,210472,-3.43975,-2.54977,-1.31699,-1.10501,-2.03989,1.3147,-0.287873,0.773621,1.16169,0.812176,0.365252,0.356067,0.328739,-0.157861,0.277162,0.895099,-0.568566,0.804183,1.92777,-0.95725,-0.986931,-0.692348,0.779985,-1.65246,-0.450816,1.11529,-1.48929,0.567669,0.518593,1.01917,1.43231,1.33033,-0.216338,0.303738,-0.698522,1.18115,0.540445,-1.04164,0.410655,0.91316,0.0338845,-0.0726761,-0.0180402,-0.0135868,-0.0291692,-0.0109402,-0.0249066,0.00657655,0.0428186,0.00526449,0.0118943,-0.00700997,0.0413437,-0.0235382,-0.00562627,-0.0105469,2.3697,1.45192,0.239484,0.290961,1.40333,-0.204886,-0.171908,-0.317349,0.204531,-0.0447848,0.120353,0.180725,0.126351,0.0568227,0.0553939,0.0511424,-0.0245587,0.0431186,0.139252,-0.0884526,0.125108,0.299906,-0.148921,-0.153538,-0.10771,0.121343,-0.257076,-0.0701341,0.173508,-0.231691,0.0883132,0.0806782,0.158555,0.222826,0.206961,-0.033656,0.047253,-0.168672,0.285212,0.130501,-0.251526,0.099161,0.220501,0.155571,0.24147
-210439,0.890716,0.0353094,7,127,0,210476,-3.48281,-2.56379,-0.724202,-0.904908,-2.02729,1.04395,-0.611336,0.474301,0.730524,-1.29276,0.583134,0.743813,0.563491,-0.418553,-0.0157534,0.688982,-0.311707,0.518843,1.84442,-0.7356,-1.21514,0.246448,0.519758,-1.19322,-0.351474,1.15983,-0.960549,0.358445,0.980313,1.40495,0.699617,0.842145,-0.210308,0.529469,-0.589676,1.44823,1.2221,-0.96368,0.481949,1.17875,0.0343185,-0.0782696,-0.0294211,-0.0243464,-0.0316968,0.000982459,-0.0371354,0.0231394,0.0221751,-0.00344438,0.0185694,-0.00689015,0.0277478,-0.0317386,-0.00198821,0.000933953,1.46542,2.0004,0.216255,0.316518,1.40943,-0.129373,-0.161655,-0.362161,0.186493,-0.109211,0.0847304,0.130503,-0.230943,0.104173,0.132877,0.100664,-0.0747714,-0.00281423,0.123082,-0.0556841,0.0926876,0.329493,-0.13141,-0.217076,0.0440262,0.092851,-0.213159,-0.0627883,0.207195,-0.171595,0.0640336,0.175126,0.250984,0.124981,0.150443,-0.0375701,0.0945858,-0.131963,0.3241,0.273494,-0.215662,0.107855,0.263792,0.178643,0.22379
-210442,0.999545,0.0353094,7,127,0,210468,-3.44095,-2.56681,-1.47866,-1.08701,-0.88356,1.66429,-0.294258,0.811935,1.25312,0.632419,0.556429,0.394425,0.354813,-0.0559058,0.246452,0.763833,-0.48686,0.676144,2.31412,-1.06097,-0.953848,-0.799604,0.85783,-1.51079,-0.368669,1.00338,-1.46485,0.595347,0.439802,0.738269,1.47077,1.38161,-0.20424,-0.0766593,-0.428866,1.32279,0.941401,-1.16044,0.152528,1.11126,0.0344457,-0.0690286,-0.0252024,-0.0262933,-0.0378359,-0.0015971,-0.0256684,0.0117621,0.0376238,0.0105456,0.0148936,-0.00765206,0.0423584,-0.025968,-0.00948773,-0.0122632,2.36679,1.24869,0.253177,0.221191,1.41122,-0.243339,-0.178886,-0.145405,0.273889,-0.0484253,0.133618,0.206222,0.104076,0.0915703,0.0649097,0.0583907,-0.00920029,0.040558,0.125702,-0.0801214,0.111272,0.38083,-0.174601,-0.156973,-0.131589,0.141171,-0.248627,-0.060671,0.165123,-0.241066,0.0979749,0.0723772,0.121495,0.242041,0.227368,-0.0336113,-0.0126156,-0.084891,0.261836,0.186344,-0.2297,0.0301918,0.219965,0.164568,0.197943
-210442,0.932471,0.0353094,7,127,0,210464,-3.44672,-2.56711,-1.45263,-1.02451,-0.911849,1.56285,-0.271198,0.797154,1.27754,0.655278,0.499949,0.421695,0.394427,-0.0480095,0.23274,0.774779,-0.452163,0.704375,2.31836,-1.12729,-0.964965,-0.773775,0.929264,-1.47208,-0.296124,0.966673,-1.5,0.572744,0.436686,0.772265,1.49025,1.44178,-0.221716,-0.04269,-0.544549,1.27778,0.918785,-1.18265,0.184116,1.02935,0.0344113,-0.0669123,-0.0248714,-0.02565,-0.0372152,-0.00233161,-0.0276377,0.0108181,0.0380206,0.00964713,0.0159539,-0.00682307,0.042088,-0.026445,-0.00990513,-0.0123403,2.94228,1.12749,0.238808,0.220265,1.41074,-0.202238,-0.142634,-0.126949,0.217583,-0.0377566,0.110981,0.177861,0.091229,0.0696038,0.0587091,0.0549129,-0.00668397,0.0324024,0.107866,-0.0629509,0.0980643,0.322766,-0.156944,-0.134344,-0.107726,0.129374,-0.204946,-0.0412269,0.134582,-0.208833,0.0797384,0.0607962,0.107516,0.207475,0.200727,-0.0308677,-0.00594338,-0.11296,0.26506,0.190591,-0.245328,0.0381927,0.213526,0.139222,0.207438
-210437,0.971597,0.0353094,6,127,0,210459,-3.50871,-2.5543,-0.943451,-0.91372,-0.761308,1.90032,-0.0966818,0.841949,0.928869,0.360158,0.25704,0.45599,0.587552,-0.245993,0.312171,0.968165,-0.546862,0.72278,2.05264,-0.905593,-0.93216,-0.541609,0.772574,-1.44637,0.0177038,1.15037,-1.68884,0.480409,0.542057,1.47889,1.17465,1.18508,-0.443676,0.274786,-0.245875,1.04167,0.81817,-0.627222,0.704356,0.836387,0.0342964,-0.0714343,-0.0293463,-0.0240889,-0.0376068,0.00119925,-0.0332299,0.0127208,0.0281798,0.0059747,0.0168313,-0.0120246,0.041181,-0.0272672,-0.00866166,-0.00613738,3.55647,1.03964,0.267363,0.329327,1.40912,-0.133755,-0.12954,-0.107933,0.269413,-0.0137068,0.119365,0.131688,0.0510605,0.0364412,0.0646469,0.0832988,-0.0348751,0.0442573,0.137259,-0.07753,0.10247,0.291009,-0.128388,-0.132155,-0.0767853,0.10953,-0.205055,0.00250991,0.163091,-0.239432,0.0681088,0.0768488,0.209667,0.166534,0.168011,-0.0629011,0.0389571,-0.0794147,0.336446,0.264259,-0.202585,0.227499,0.270143,0.141773,0.322988
-210439,0.981851,0.0353094,7,127,0,210464,-3.53388,-2.56755,-0.928659,-0.867363,-1.98191,0.812374,-0.821931,0.69358,1.11959,-0.869594,0.406314,0.836967,0.567989,-0.109011,0.0924115,1.11744,-0.163178,0.572077,2.30355,-0.964547,-1.07501,0.434457,0.761698,-1.14537,-0.677539,1.2669,-0.492267,0.558459,1.14176,0.678299,1.20007,1.10724,-0.0770212,0.483033,-0.393892,1.1051,0.909931,-0.375952,0.401803,0.826132,0.0346428,-0.068593,-0.0184021,-0.0209988,-0.027653,-0.00803243,-0.0305743,0.0130569,0.0294292,0.00582437,0.0118647,-0.00515367,0.0291607,-0.0305979,0.000151231,-0.00898822,0.304667,0.443678,0.093592,0.199298,1.41401,-0.157464,-0.147071,-0.336055,0.137747,-0.139367,0.117604,0.189838,-0.147449,0.0688949,0.141917,0.0963087,-0.0184841,0.0156694,0.189474,-0.0276687,0.097002,0.390591,-0.16355,-0.18228,0.0736669,0.129154,-0.194209,-0.114884,0.214817,-0.0834693,0.0946928,0.193599,0.115013,0.203485,0.187745,-0.0130598,0.0819035,-0.117855,0.330651,0.272257,-0.112487,0.120222,0.247183,0.169561,0.299206
-210445,0.833304,0.0353094,7,127,0,210469,-3.50377,-2.56324,-0.857911,-1.02941,-0.960286,2.00097,-0.374742,0.73796,0.763039,0.387543,0.992627,0.337707,0.60628,-0.471592,0.252596,0.506022,-0.649337,0.372011,2.16313,-1.21196,-0.988941,-0.416777,0.59347,-1.44436,-0.149166,0.854722,-1.85232,0.413988,0.40533,1.4561,0.928953,1.10002,0.0402402,-0.0764143,-0.398055,1.59034,1.22994,-0.789645,0.518521,1.23251,0.0345294,-0.081531,-0.0253756,-0.0210484,-0.0261964,-0.00658388,-0.0231608,0.0181606,0.0298366,0.00675589,0.0237763,-0.00552419,0.034879,-0.0252136,-0.00607726,-0.0101122,0.101036,0.396255,0.0512473,0.136925,1.4124,-0.138317,-0.165966,-0.154822,0.322607,-0.0604179,0.118978,0.123021,0.0624818,0.160037,0.054447,0.0977478,-0.0760327,0.040725,0.0815837,-0.10469,0.0599776,0.348751,-0.195399,-0.159442,-0.067195,0.0956825,-0.232868,-0.0240493,0.137803,-0.298641,0.0667454,0.0653495,0.234761,0.149771,0.177351,0.00648774,-0.0123199,-0.086584,0.345928,0.267534,-0.171762,0.112788,0.268094,0.161225,0.217518
