# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloJer2QR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_2.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 1973870967 (Default)
# output
#   file = /scratch/juandiaz/jer2/jer2_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,mu_l2_raw.1,mu_l2_raw.2,mu_l2_raw.3,mu_l2_raw.4,mu_l2_raw.5,mu_l2_raw.6,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,tau.1,tau.2,stdnormal.1,stdnormal.2,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,mu_l2.1,mu_l2.2,mu_l2.3,mu_l2.4,mu_l2.5,mu_l2.6,sigma.1,sigma.2
-210446,0.739068,0.0295611,7,127,0,210483,-3.63142,-2.55275,-1.00911,-0.791521,-2.29576,0.558404,-0.873558,0.568718,0.75678,-0.920589,0.219597,0.78183,0.287675,-0.399363,0.0646393,0.602784,-0.590994,0.303519,2.02045,-0.502963,-1.48198,-1.11071,0.971864,-1.49205,-0.953385,1.35673,-1.52916,0.25191,0.365242,1.09652,1.04456,0.846156,-0.241491,0.0502873,0.00101374,1.30521,1.05316,-0.097839,1.08371,1.0676,0.0341163,-0.0624792,-0.0251768,-0.0225051,-0.0222834,0.00931338,-0.0310103,0.0178519,0.0292202,0.00256894,0.0144458,-0.00306322,0.0367083,-0.0318186,-0.00615536,-0.0136533,0.865625,0.459861,0.145898,0.256974,1.40658,-0.158243,-0.124121,-0.360007,0.0875654,-0.136986,0.0891828,0.118673,-0.144361,0.0344358,0.122602,0.0451114,-0.0626256,0.0101363,0.0945247,-0.0926759,0.0475959,0.316835,-0.0788715,-0.232395,-0.174175,0.152402,-0.233973,-0.149504,0.212753,-0.239794,0.039503,0.0572749,0.171949,0.163801,0.132689,-0.037869,0.00788574,0.000384151,0.494602,0.399089,-0.0370756,0.410666,0.404561,0.156814,0.378945
-210445,0.925706,0.0295611,7,127,0,210472,-3.3964,-2.57075,-1.12891,-0.931526,-1.5546,1.55319,-1.17086,0.0800749,0.684254,-0.207142,-0.464259,0.220524,0.487302,-0.439784,-0.00496279,0.449911,-0.781877,0.352225,1.88686,-1.943,-1.59703,0.24019,0.551181,-2.40721,-0.635639,0.779269,-1.94512,0.183139,0.826071,0.26873,0.653955,0.873418,-0.63717,0.39716,-0.648246,1.4617,1.01064,-1.49286,0.0965134,1.03637,0.0345316,-0.0710763,-0.0328606,-0.0151685,-0.0337871,-0.00926421,-0.0340536,0.00502212,0.0339446,0.0108523,0.0131817,-0.00912224,0.0330033,-0.0260775,0.00433503,-0.00284698,1.84548,2.83323,0.204371,0.310205,1.41244,-0.169835,-0.140139,-0.233875,0.233663,-0.176144,0.0120465,0.10294,-0.0311626,-0.0698434,0.0331757,0.0733099,-0.0661614,-0.000746605,0.067685,-0.117626,0.0529889,0.283861,-0.292306,-0.240258,0.0361343,0.08292,-0.362143,-0.0956259,0.117234,-0.292625,0.0275516,0.124275,0.0404279,0.0983814,0.131397,-0.0958562,0.059749,-0.119467,0.26938,0.186253,-0.275123,0.0177867,0.190995,0.150441,0.184293
-210437,0.836413,0.0295611,7,127,0,210465,-3.40706,-2.55441,-1.45676,-1.83258,-1.72824,0.42154,-1.37756,0.294244,0.991372,-0.887639,-0.0463385,0.156126,0.179391,-0.662291,-0.0911965,0.471923,-0.836031,0.151238,2.17121,-1.65244,-1.57429,-0.22073,0.235865,-2.10427,-1.17595,0.85458,-1.22725,0.194683,0.651636,0.441485,0.68499,0.894747,-0.532016,0.0240991,-0.644268,1.20066,0.843881,-1.01273,0.566861,1.00577,0.0342446,-0.0736,-0.0234453,-0.0202489,-0.0350401,0.000193053,-0.0399937,0.0177252,0.0231928,-0.00300203,0.0197318,-0.00922441,0.035228,-0.0240723,-0.00388024,-0.00162067,0.968146,1.13285,0.163602,0.251333,1.40839,-0.242219,-0.304706,-0.287358,0.0700902,-0.22905,0.0489244,0.164837,-0.147589,-0.0077048,0.0259594,0.0298276,-0.11012,-0.0151634,0.0784675,-0.139008,0.0251467,0.361011,-0.274755,-0.26176,-0.0367012,0.0392177,-0.349881,-0.195528,0.142093,-0.204056,0.0323703,0.108349,0.0734065,0.113895,0.148771,-0.0884594,0.00400701,-0.152135,0.28352,0.199271,-0.239142,0.133857,0.2375,0.166272,0.236137
-210451,0.991248,0.0295611,7,127,0,210474,-3.31446,-2.56275,-1.39226,-1.35223,-3.02476,1.3716,-1.90047,1.00433,0.548415,-0.73986,0.26196,0.167671,-0.151064,-1.01423,0.25242,0.511784,-0.904485,0.441572,1.87113,-2.59191,-1.34916,-0.241072,0.621289,-1.83267,-0.565667,0.945998,-1.78736,0.305955,0.589411,1.02093,0.957346,0.490914,-0.249463,0.629984,-0.422819,0.381823,0.318625,-0.82202,0.00519011,0.256302,0.0342395,-0.0802171,-0.0334891,-0.0221104,-0.0393252,0.0120329,-0.0275028,0.015426,0.0244613,0.0125277,0.0198092,-0.00105536,0.0361375,-0.0294927,-0.00643476,-0.00646829,1.38519,0.349088,0.157601,0.277253,1.40832,-0.186434,-0.181075,-0.405039,0.183668,-0.254487,0.134488,0.0734371,-0.0990729,0.0350785,0.0224524,-0.0202287,-0.135813,0.0338009,0.0685318,-0.121118,0.0591299,0.250558,-0.347076,-0.180664,-0.0322814,0.0831954,-0.245409,-0.0757472,0.126676,-0.239341,0.0409697,0.0789266,0.13671,0.128196,0.0657372,-0.033405,0.0843598,-0.19841,0.179172,0.149516,-0.385736,0.00243548,0.120271,0.133908,0.469254
-210452,0.862471,0.0295611,7,127,0,210486,-3.26697,-2.55236,-1.19089,-1.28758,-0.988765,0.980315,-0.510456,0.000535654,1.06522,-0.104712,-0.16564,0.706939,0.518603,0.0233932,-0.318315,0.950956,-0.573859,0.0667739,2.1135,-0.222518,-1.41808,-0.439794,0.357724,-1.60362,-0.859596,1.20272,-1.33381,0.254041,0.857395,0.913311,1.06058,1.43579,-0.483592,-0.521966,-1.32274,0.687711,0.314428,-1.76462,-0.21499,0.388681,0.034015,-0.0653711,-0.0073523,-0.0170463,-0.0238616,-0.01674,-0.0381445,0.00812108,0.0206391,-0.00222251,0.0125544,-0.0124363,0.0337018,-0.0271028,-0.00411977,-0.0063531,1.56312,0.553669,0.185771,0.139078,1.40516,-0.176951,-0.191319,-0.146918,0.145663,-0.0758475,7.95915e-05,0.158278,-0.0155588,-0.024612,0.105042,0.077058,0.00347593,-0.0472977,0.1413,-0.0852683,0.00992177,0.31404,-0.0330634,-0.210709,-0.065348,0.0531533,-0.238278,-0.127725,0.17871,-0.198188,0.0377474,0.127398,0.135707,0.157589,0.213341,-0.0718558,-0.0775576,-0.247234,0.12854,0.0587698,-0.329826,-0.0401838,0.0726485,0.148588,0.18691
-210465,0.998022,0.0295611,6,63,0,210481,-3.25205,-2.55032,-1.15661,-1.4757,-1.00981,1.04125,-0.186622,-0.239472,1.0884,-0.000329356,-0.0136025,0.795144,0.169656,-0.135563,-0.248829,0.934867,-0.756342,0.242191,1.81129,-0.217746,-1.11012,-0.569821,0.388667,-1.5603,-0.755805,1.19404,-1.37525,0.507983,0.829591,1.10637,0.994442,1.33769,-0.622032,-0.496115,-1.60759,0.53318,0.292586,-1.57519,-0.0914865,0.311231,0.0338979,-0.0573545,-0.00557819,-0.0140636,-0.0221971,-0.0145584,-0.0324573,-0.00195655,0.0207401,-0.000597099,0.0102252,-0.0190998,0.0379057,-0.0291073,0.00122263,-0.00689712,1.77878,0.472742,0.184238,0.144959,1.40351,-0.159773,-0.203853,-0.139494,0.143838,-0.0257799,-0.0330805,0.15035,-4.5497e-05,-0.00187904,0.109841,0.0234361,-0.0187267,-0.0343731,0.129142,-0.104481,0.0334561,0.250211,-0.0300792,-0.153351,-0.0787147,0.0536902,-0.215539,-0.104406,0.164944,-0.189977,0.0701725,0.114599,0.152834,0.137372,0.184788,-0.0859271,-0.0685331,-0.33893,0.112411,0.0616861,-0.332098,-0.0192881,0.065617,0.138139,0.21083
-210453,0.92477,0.0295611,7,255,0,210495,-3.28445,-2.54841,-1.10942,-1.07412,-2.40517,0.792092,-2.03161,0.86414,0.303955,-0.889579,0.0147464,-0.0307936,0.262873,-1.02359,-0.164429,-0.0426508,-0.702264,0.233979,1.70076,-1.39322,-1.56261,-0.297794,0.260057,-1.64339,-0.531747,0.608447,-1.59023,-0.259828,0.204778,0.586859,0.613154,0.302805,-0.3256,-0.174504,-0.75987,1.22007,0.77771,-2.02159,0.213161,0.819969,0.0337954,-0.0721644,-0.0268784,-0.0188053,-0.0342079,-0.00739632,-0.0284055,0.0154259,0.037561,0.00703764,0.0291815,0.0029399,0.0316298,-0.0299756,-0.00359038,-0.00903718,1.52038,1.26826,0.229726,0.189773,1.40208,-0.206695,-0.200117,-0.448104,0.147574,-0.378507,0.160997,0.0566295,-0.165736,0.00274738,-0.00573711,0.0489754,-0.190704,-0.0306345,-0.00794622,-0.130838,0.0435923,0.316866,-0.259569,-0.291128,-0.0554816,0.0484509,-0.306179,-0.099069,0.113359,-0.296273,-0.0484083,0.0381519,0.109337,0.114236,0.0564152,-0.060662,-0.0325116,-0.128047,0.205596,0.131053,-0.340661,0.03592,0.138174,0.186309,0.168511
-210450,0.948916,0.0295611,7,127,0,210482,-3.48949,-2.57166,-1.57211,-1.75826,-1.78632,1.18295,-0.190797,-0.379671,0.70739,-1.04529,0.276151,0.302256,0.299821,-0.166253,-0.382538,0.813073,-0.98756,0.457028,1.5145,-1.41028,-1.40776,-0.80544,0.361438,-1.75423,-1.20057,0.966756,-1.64404,0.221421,0.359843,0.842133,0.812148,1.19013,-0.524236,-0.449138,-0.0649838,0.998512,0.848762,-0.395738,0.586631,0.792625,0.0344828,-0.0663124,-0.012744,-0.0245447,-0.0299389,-0.0103116,-0.0335908,0.00858651,0.0271234,0.00635713,0.00995136,-0.0176232,0.0383547,-0.0279912,-0.000117983,-0.00739875,3.07636,0.720153,0.239306,0.323356,1.41175,-0.214496,-0.239894,-0.243721,0.161399,-0.0260319,-0.0518016,0.0965149,-0.142617,0.0376775,0.0412392,0.040907,-0.0226832,-0.0521927,0.110934,-0.134741,0.062356,0.206635,-0.192416,-0.192073,-0.109893,0.0493139,-0.239344,-0.163804,0.131902,-0.22431,0.0302102,0.0490962,0.114899,0.110808,0.162378,-0.0715257,-0.0612795,-0.0247613,0.380471,0.32341,-0.150791,0.223528,0.30202,0.136438,0.381038
-210457,0.987834,0.0295611,7,127,0,210486,-3.57651,-2.55253,-0.880399,-1.23529,-2.17466,1.23081,-1.30666,0.662667,0.545117,-0.667219,0.0287347,-0.399666,-0.0206508,-0.902291,-0.193751,0.198943,-0.766333,-0.162705,1.9972,-0.699118,-1.41582,-0.00871893,0.619186,-2.65405,-0.885917,0.708214,-1.7545,0.180723,0.460519,1.46833,0.886938,0.729749,-0.294192,0.363849,0.177465,1.49025,1.06112,-0.457514,0.814568,1.2866,0.0341682,-0.07928,-0.0286625,-0.0150015,-0.0332847,-0.0115084,-0.0208631,0.00571398,0.0417551,0.00836327,0.0152723,0.00409907,0.0381462,-0.0239452,-0.00301923,-0.00964606,1.15143,2.56015,0.162848,0.525349,1.40731,-0.133611,-0.18747,-0.330031,0.18679,-0.198301,0.100568,0.0827281,-0.101259,0.00436083,-0.0606541,-0.00313401,-0.136934,-0.0294041,0.0301921,-0.1163,-0.0246924,0.303099,-0.1061,-0.214867,-0.0013232,0.093969,-0.402783,-0.134449,0.10748,-0.266266,0.0274268,0.0698893,0.222837,0.134604,0.110748,-0.0446472,0.0552185,0.0582678,0.489299,0.3484,-0.150217,0.26745,0.422435,0.151762,0.328334
-210451,0.635626,0.0295611,7,127,0,210487,-3.47032,-2.55817,-1.04511,-1.28859,-2.18445,1.01003,-1.31132,0.736333,0.406475,-0.616451,-0.0612459,-0.417643,0.196541,-0.974551,-0.101896,0.463914,-0.95417,-0.0576119,1.87163,-0.636071,-1.31945,-0.254731,0.453142,-2.58597,-1.02271,0.49919,-1.77209,0.225038,0.451966,1.43716,0.939887,0.707028,-0.661291,0.301974,-0.148017,1.66757,1.49014,-0.54294,0.7362,1.30116,0.0341994,-0.0769241,-0.0240474,-0.0159058,-0.0347218,-0.00773998,-0.0177882,0.00573485,0.0312082,0.0093434,0.0162606,0.00204449,0.0425396,-0.023222,-0.00279135,-0.0113949,0.933854,3.6521,0.143101,0.43009,1.40775,-0.154763,-0.190817,-0.323479,0.149567,-0.194184,0.109038,0.0601918,-0.0912855,-0.00906945,-0.0618456,0.0291043,-0.144314,-0.015089,0.0686975,-0.141296,-0.00853131,0.277155,-0.0941909,-0.195387,-0.0377212,0.0671023,-0.382937,-0.151445,0.0739212,-0.262415,0.0333241,0.0669282,0.212818,0.139181,0.104698,-0.0979256,0.044717,-0.033312,0.375295,0.335363,-0.122191,0.165685,0.292833,0.148082,0.225055
-210451,0.958526,0.0295611,7,127,0,210480,-3.49152,-2.56511,-1.43999,-1.35774,-1.41045,0.582784,-0.468481,-0.00214579,0.790461,-0.306953,-0.337635,0.791696,-0.0394096,-0.74113,-0.41869,0.437377,-0.610717,0.359251,1.93179,-1.24061,-1.56874,-0.626617,0.218109,-0.909565,-0.414684,0.930035,-1.23544,-0.0232581,0.283685,0.340366,0.507754,0.723166,-0.0797961,0.522269,-0.0739427,1.51069,0.999617,-0.692608,0.650597,1.25767,0.0343956,-0.0719417,-0.0237745,-0.0190409,-0.0163742,0.00396443,-0.0436304,0.0173713,0.024116,-0.0125864,0.0127776,-0.0110319,0.0296727,-0.0288378,-0.00660319,-0.00690835,1.70031,0.741325,0.229257,0.208101,1.41052,-0.253173,-0.238713,-0.247979,0.102463,-0.0823664,-0.000377264,0.138976,-0.0539672,-0.0593616,0.139193,-0.00692884,-0.130303,-0.0736123,0.0768979,-0.107374,0.0631621,0.33964,-0.218119,-0.275809,-0.110169,0.038347,-0.159916,-0.072908,0.163515,-0.21721,-0.00408914,0.0498763,0.0598419,0.0892712,0.127144,-0.0140294,0.0918232,-0.0178716,0.365126,0.241603,-0.1674,0.157246,0.303974,0.175816,0.241696
