# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloJer2QR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_2.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 1029709716 (Default)
# output
#   file = /scratch/juandiaz/jer2/jer2_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,mu_l2_raw.1,mu_l2_raw.2,mu_l2_raw.3,mu_l2_raw.4,mu_l2_raw.5,mu_l2_raw.6,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,tau.1,tau.2,stdnormal.1,stdnormal.2,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,mu_l2.1,mu_l2.2,mu_l2.3,mu_l2.4,mu_l2.5,mu_l2.6,sigma.1,sigma.2
-351540,0.986372,0.0233882,7,127,0,351566,-3.50257,-2.53194,-0.765662,-1.12712,-1.87871,0.461643,-0.145145,0.427405,1.20988,-0.806351,0.100851,0.627248,0.438396,0.142191,-0.239422,1.13664,-0.172853,0.896778,2.0694,-1.21277,-0.931025,0.472004,1.26542,-1.10559,0.0321338,0.308073,-1.07785,0.129095,-0.0100514,0.459795,0.544428,0.654878,-0.362707,-0.633873,-0.180172,1.59482,1.39935,-0.746214,0.742049,1.14393,0.0310824,-0.0633945,-0.0125967,-0.0189123,-0.0288727,0.0051861,-0.0495732,0.0612398,-0.0102744,0.0112978,0.00401607,0.0206691,-0.00808076,0.0261658,-0.0366983,0.00223407,-0.0087864,-0.0220533,-0.0200924,0.758648,2.46292,0.140718,0.433074,1.36455,-0.123699,-0.182095,-0.303521,0.0745822,-0.0234494,0.0690507,0.195466,-0.130273,0.0162933,0.101337,0.0708264,0.0229721,-0.0386805,0.183633,-0.0279258,0.144882,0.334329,-0.195933,-0.150415,0.0762561,0.204438,-0.178617,0.00519147,0.0497717,-0.174136,0.0208564,-0.00162388,0.0742835,0.0879568,0.105801,-0.0585983,-0.102407,-0.0497191,0.440096,0.386155,-0.20592,0.204771,0.315671,0.161558,0.275954
-351539,0.777358,0.0233882,7,127,0,351569,-3.68042,-2.53614,-0.898767,-1.19639,-2.17595,-0.677388,0.684541,0.873959,1.68803,-0.977022,-0.330607,0.678167,0.439704,-0.478303,-0.202304,1.04081,-0.184172,0.877092,1.85348,-1.38114,-0.864513,0.66076,0.9806,-0.925498,-0.0971662,0.247733,-0.713005,0.22157,-0.192096,1.69892,0.294443,0.712661,-0.429168,0.248976,0.251867,1.30456,1.17147,-0.308965,0.806274,1.08312,0.0309787,-0.0652794,-0.0160484,-0.0267543,-0.0294209,0.00494825,-0.052679,0.0649871,-0.000764618,0.0153715,0.0010549,0.00978631,-0.00906462,0.0285175,-0.0355292,-0.000765029,-0.00936975,-0.0238664,-0.0217541,0.701769,2.19325,0.136492,0.69758,1.36313,-0.146439,-0.194932,-0.354536,-0.110369,0.111535,0.142397,0.275037,-0.15919,-0.053867,0.110496,0.0716426,-0.0779316,-0.032962,0.169583,-0.0300079,0.142908,0.301993,-0.225034,-0.140858,0.10766,0.159773,-0.150795,-0.0158316,0.0403641,-0.116173,0.0361012,-0.0312989,0.276811,0.0479746,0.116116,-0.0699259,0.0405665,0.118637,0.614489,0.551801,-0.145532,0.379781,0.510185,0.162934,0.471032
-351541,0.0330083,0.0233882,7,127,0,351580,-3.67857,-2.53996,-0.91398,-1.1149,-2.29096,-0.306708,0.715467,0.957525,1.61188,-0.59758,-0.156256,0.71212,0.662841,-0.63155,-0.195818,1.16253,-0.152045,0.999634,1.75075,-1.20969,-0.881756,0.457383,1.07099,-0.947348,-0.156705,0.255564,-0.890762,0.2482,-0.0993832,1.69703,0.338272,0.77499,-0.534474,0.292487,0.381106,1.32159,1.15397,-0.106126,0.920245,1.03332,0.0311016,-0.0706663,-0.0183048,-0.0253742,-0.0282263,0.003865,-0.0487102,0.0616804,5.25649e-05,0.0131004,0.00294153,0.00977671,-0.00890664,0.0325358,-0.0329442,0.000907969,-0.00894816,-0.0235978,-0.0234982,0.692863,1.90768,0.129946,0.655921,1.36481,-0.142685,-0.174051,-0.35765,-0.0478812,0.111694,0.149483,0.251635,-0.0932902,-0.0243937,0.111172,0.103478,-0.0985935,-0.0305699,0.181487,-0.0237363,0.156056,0.273315,-0.188849,-0.137654,0.0714037,0.167197,-0.147894,-0.0244638,0.0398969,-0.13906,0.0387473,-0.0155151,0.264929,0.0528089,0.120986,-0.0834385,0.0456612,0.180986,0.62762,0.548014,-0.0503989,0.437021,0.490718,0.156113,0.474896
-351547,0.839778,0.0233882,7,127,0,351578,-3.58073,-2.54555,-2.12905,-1.63847,-2.91455,-0.757855,-0.358417,0.485609,1.46188,-1.08531,0.0510885,0.566773,0.532989,0.139126,-0.598766,1.35644,-0.436322,0.619062,2.4622,-0.912019,-1.44633,0.776304,1.50553,-1.12291,-0.517047,0.138592,-1.14201,0.185065,0.345377,0.234105,0.219005,0.975388,-0.872276,-1.39219,0.202308,1.55696,1.34099,-0.48369,0.929496,1.21749,0.0312458,-0.0619741,-0.0119058,-0.0177317,-0.0330793,0.00919759,-0.04985,0.079929,-0.0107376,0.0167291,0.00167505,0.00660401,-0.00988389,0.020276,-0.039725,-0.00208046,-0.00754217,-0.021354,-0.0283685,0.854245,1.57466,0.116657,0.426091,1.36678,-0.268722,-0.206802,-0.367867,-0.0956542,-0.0452383,0.0612921,0.184515,-0.136985,0.00644824,0.0715364,0.0672724,0.0175601,-0.0755745,0.171206,-0.0550713,0.0781363,0.310772,-0.115112,-0.182552,0.0979828,0.190024,-0.14173,-0.0652601,0.0174926,-0.144141,0.0233584,0.0435925,0.0295481,0.0276422,0.123111,-0.110096,-0.175718,0.0686944,0.528673,0.455339,-0.164239,0.315614,0.413404,0.126217,0.339554
-351550,0.676716,0.0233882,7,127,0,351579,-3.66704,-2.54181,-1.65074,-1.95263,-2.14252,-0.574048,-0.204756,0.610011,1.55875,-0.662381,0.153764,0.571699,0.551677,-0.662172,-0.463268,0.989921,-0.443003,0.784928,2.35773,-1.30023,-1.30945,0.968278,0.889529,-1.18896,-0.82339,-0.240949,-1.10736,-0.422302,-0.202433,0.0752474,-0.00865853,0.435643,-0.807788,-0.99385,0.48117,1.57511,1.39297,-0.174779,1.06041,1.2186,0.031204,-0.0604132,-0.00637079,-0.0266647,-0.0346039,0.0149326,-0.0471337,0.0560106,-0.00394074,0.017338,0.00725665,0.01496,-0.00957111,0.0269285,-0.0360161,-6.06799e-06,-0.0118715,-0.0210431,-0.025686,1.16386,3.74931,0.15899,0.796017,1.36621,-0.243276,-0.287766,-0.315751,-0.0845997,-0.0301757,0.0898997,0.229719,-0.0976177,0.0226608,0.0842535,0.0813028,-0.0975869,-0.0682736,0.145889,-0.0652871,0.115678,0.347468,-0.19162,-0.192978,0.142699,0.131093,-0.175221,-0.121346,-0.0355095,-0.163196,-0.0622363,-0.0298333,0.0110895,-0.00127604,0.0642025,-0.119047,-0.146468,0.197809,0.647529,0.572651,-0.0718516,0.435935,0.500967,0.147374,0.4111
-351549,0.111351,0.0233882,7,127,0,351581,-3.66787,-2.54241,-1.69284,-1.90164,-2.04831,-0.491817,-0.161542,0.635317,1.59872,-0.629195,0.103198,0.579045,0.465604,-0.625329,-0.445435,0.979697,-0.434531,0.751787,2.37961,-1.25582,-1.37313,1.03727,0.914214,-1.18181,-0.885031,-0.218576,-1.1452,-0.392078,-0.195148,0.13314,0.012489,0.462676,-0.758879,-0.975456,0.430199,1.58567,1.45197,-0.0656912,1.05384,1.31383,0.0311663,-0.0598705,-0.0072902,-0.0258247,-0.034968,0.0135019,-0.0471609,0.0572328,-0.00443157,0.0174338,0.00707434,0.0155114,-0.00973915,0.0259406,-0.0369027,-0.000390266,-0.0120677,-0.0197773,-0.0263307,1.48762,4.24903,0.161809,0.837646,1.36569,-0.224582,-0.252283,-0.271741,-0.0652473,-0.0214311,0.0842848,0.212096,-0.0834726,0.0136908,0.0768194,0.0617697,-0.0829598,-0.0590939,0.129972,-0.0576473,0.0997364,0.315693,-0.166604,-0.182168,0.13761,0.121285,-0.156785,-0.117413,-0.0289975,-0.151929,-0.0520153,-0.0258894,0.0176631,0.00165686,0.0613812,-0.100677,-0.12941,0.174818,0.644358,0.590027,-0.0266945,0.428244,0.533893,0.132666,0.406364
-351558,0.0581421,0.0233882,7,127,0,351593,-3.62624,-2.53859,-2.07776,-2.12157,-2.48417,-0.136386,-0.41543,0.760628,1.77489,-0.655453,0.152076,0.747691,0.296964,-0.472933,-0.395365,1.19455,-0.392331,0.552964,1.96414,-1.65644,-1.61464,1.17449,1.10001,-1.39017,-1.05364,-0.423896,-1.24021,-0.550621,0.040104,0.67322,0.159485,0.383593,-0.81112,-0.707543,0.283179,1.44757,1.35515,-0.342835,0.846483,1.11903,0.0311716,-0.0545828,-0.0113628,-0.0262874,-0.0360084,0.0159944,-0.0451883,0.0577773,-0.00762937,0.0137447,0.00767735,0.0154799,-0.00921857,0.0240235,-0.0333577,-0.00266046,-0.0116931,-0.0171015,-0.0283571,1.15616,3.11021,0.138324,0.736732,1.36577,-0.267293,-0.272928,-0.319575,-0.0175453,-0.0534427,0.0978506,0.22833,-0.0843203,0.0195637,0.0961862,0.0382027,-0.0608402,-0.0508615,0.153672,-0.0504711,0.0711357,0.252676,-0.213091,-0.207714,0.151091,0.14151,-0.178837,-0.135545,-0.0545318,-0.159547,-0.0708343,0.00515915,0.086606,0.0205169,0.049347,-0.104346,-0.0910215,0.118297,0.60472,0.566112,-0.143219,0.353617,0.467474,0.128644,0.417748
-351549,0.746792,0.0233882,7,127,0,351581,-3.53302,-2.53875,-2.29783,-1.71224,-2.99575,-0.069655,-0.388177,0.558283,1.57556,-0.702356,0.15292,0.711522,0.20865,-0.760267,-0.565141,1.38655,-0.595773,0.553878,2.30739,-1.36836,-1.68701,0.938198,1.0574,-1.45568,-0.644797,-0.175194,-1.34352,-0.120931,-0.0947041,0.89163,0.305273,0.730879,-0.584764,-0.394439,0.147966,1.54427,1.26946,-0.77878,0.695395,1.1843,0.0310502,-0.0561186,-0.0124877,-0.0316817,-0.0366828,0.0145716,-0.0416881,0.0614421,-0.0083652,0.0156391,0.00291159,0.0106047,-0.0107272,0.0265916,-0.0378445,0.00248831,-0.00977497,-0.0233401,-0.0323666,0.619815,1.8512,0.0995189,0.454522,1.36411,-0.290464,-0.216442,-0.378687,-0.00880495,-0.0490687,0.0705715,0.199164,-0.0887835,0.0193303,0.0899422,0.0263751,-0.0961039,-0.0714384,0.175271,-0.0753105,0.0700147,0.291672,-0.172971,-0.213252,0.118596,0.133663,-0.18401,-0.0815075,-0.0221459,-0.169832,-0.0152867,-0.0119714,0.112709,0.0385889,0.092389,-0.0739188,-0.0498603,0.0494301,0.515883,0.424079,-0.260162,0.232306,0.39563,0.126408,0.334063
-351550,0.995643,0.0233882,7,127,0,351578,-3.32655,-2.5391,-1.0125,-1.78936,-2.89026,-1.13237,-0.794077,0.598377,1.39346,-0.914529,-0.77496,0.205602,0.614614,-0.405564,-0.689915,1.18485,-0.647675,0.807717,1.77476,-1.52173,-1.34858,0.0602506,0.864601,-1.40866,-0.888434,0.148326,-1.39247,0.0938183,0.0895537,1.24602,-0.0242829,0.722742,-1.02349,-1.37211,-0.944065,1.11052,0.838319,-1.55956,0.38638,0.748483,0.0312035,-0.0727025,-0.0177018,-0.0137757,-0.0235854,-0.000813261,-0.0542475,0.0740444,-0.00316951,0.0143663,0.00468757,0.00725756,-0.00815449,0.0256044,-0.0356609,-0.00439026,-0.00687063,-0.0209037,-0.0187078,0.669513,0.488419,0.105969,0.189395,1.3662,-0.131127,-0.231737,-0.374313,-0.146652,-0.10284,0.077495,0.180465,-0.118439,-0.100364,0.0266272,0.0795977,-0.052524,-0.08935,0.153448,-0.0838794,0.104606,0.229846,-0.197077,-0.174653,0.00780297,0.111973,-0.182434,-0.11506,0.0192095,-0.180337,0.0121503,0.011598,0.161371,-0.00314484,0.0936012,-0.132551,-0.1777,-0.255843,0.300952,0.227186,-0.422644,0.104709,0.20284,0.129509,0.271001
-351551,0.997926,0.0233882,7,127,0,351585,-3.11098,-2.53529,-1.76969,-1.708,-3.00155,-1.48189,-0.0684186,0.259156,1.04607,-1.05516,0.26006,0.625535,-0.15145,-0.686932,-0.591014,0.868286,-0.485779,0.372232,1.94789,-1.22349,-1.57677,0.747413,1.15761,-1.11657,-0.770211,0.13115,-1.26999,-0.189629,-0.758305,1.04154,0.278772,0.467912,-0.662808,-0.890241,-0.925514,0.231452,0.0575993,-1.5599,-0.177979,-0.0532531,0.0310836,-0.0594008,-0.0183033,-0.0282993,-0.0289208,0.010698,-0.0537916,0.0693156,-0.00175455,0.0174197,0.0111284,0.0217287,-0.0130035,0.0298947,-0.0379046,0.00275568,-0.00596685,-0.0225304,-0.0340699,1.07483,0.909284,0.139879,0.416475,1.36457,-0.23877,-0.230447,-0.404974,-0.199939,-0.00923116,0.0349657,0.141137,-0.142364,0.0350878,0.0843982,-0.0204339,-0.0926821,-0.0797406,0.117151,-0.0655421,0.0502222,0.262813,-0.165076,-0.21274,0.100842,0.156186,-0.15065,-0.103918,0.017695,-0.171349,-0.025585,-0.102312,0.140526,0.0376124,0.0631315,-0.0894272,-0.120113,-0.404224,0.101088,0.0251569,-0.681294,-0.0777333,-0.0232586,0.134922,0.436756
