# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloJerQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_1.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_2.json
# random
#   seed = 1973870797 (Default)
# output
#   file = /scratch/juandiaz/jer1/jer1_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
-210537,0.999857,0.0805087,5,31,0,210576,-3.17096,-2.55766,-1.10374,-1.52099,-2.13413,0.969796,-1.46457,0.719747,1.10795,0.126749,0.0465159,0.327316,0.54743,-0.0642164,-0.192895,0.895434,-0.743164,0.549948,2.21752,-1.2265,-1.07385,0.0703636,0.283633,-1.85345,-0.586133,0.948854,-1.65615,0.557585,0.523504,1.24347,0.936696,1.03089,0.172299,0.202041,0.0339456,-0.0698805,-0.0283004,-0.0399836,-0.0336714,-0.0220269,-0.0474279,0.000865385,0.0228429,0.0101614,0.0156471,-0.0117883,0.0403258,-0.0298356,-0.00673431,-0.0125045,2.08764,0.206106,1.40418,-0.157445,-0.216965,-0.304428,0.138339,-0.208917,0.10267,0.158046,0.0180804,0.00663537,0.0466907,0.0780895,-0.00916031,-0.0275159,0.127731,-0.10601,0.0784487,0.316323,-0.174958,-0.153182,0.0100372,0.0404595,-0.264389,-0.0836104,0.135352,-0.236246,0.0795381,0.0746765,0.177377,0.133617,0.147054,0.024578,0.0288207,0.142647
-210536,0.983342,0.0805087,6,63,0,210562,-3.17711,-2.5561,-1.12613,-1.54755,-1.28102,1.48719,-0.460164,0.337968,1.07741,-0.600415,0.576359,0.0860358,0.0408117,-1.02759,0.163354,0.669977,-0.976791,0.14503,1.92004,-1.55774,-1.18677,-0.783833,-0.0262835,-1.3125,-0.782973,1.12025,-1.96808,0.230573,0.35896,0.654676,1.0604,0.720336,-0.919375,-0.0356077,0.0344326,-0.0764161,-0.0223845,0.00300594,-0.0343529,0.0110187,-0.022971,0.0174288,0.0308071,-0.00628846,0.0101496,-0.0036285,0.0327947,-0.0249142,-0.00616456,-0.00430678,0.680745,0.113817,1.41104,-0.155347,-0.213481,-0.176713,0.205154,-0.0634786,0.0466218,0.148626,-0.0828259,0.0795074,0.0118684,0.00562988,-0.141754,0.0225343,0.0924218,-0.134746,0.0200066,0.264865,-0.214886,-0.163712,-0.108128,-0.00362575,-0.181056,-0.108009,0.154536,-0.271493,0.031807,0.0495176,0.090311,0.14628,0.0993686,-0.126826,-0.004912,0.137948
-210536,0.66172,0.0805087,6,63,0,210567,-3.16416,-2.55874,-1.37106,-1.33112,-1.13223,1.61092,-0.42,0.464326,1.21393,-0.0683359,0.539508,0.291166,-0.00600142,-0.811752,0.259337,0.479671,-1.01487,-0.114821,2.23869,-1.58256,-1.3857,-0.865345,0.0282579,-1.62014,-0.483961,1.15854,-1.95629,0.170206,0.273,0.469913,0.844949,0.625925,-0.753786,0.216144,0.0344555,-0.0770777,-0.025716,0.00331155,-0.0335349,0.00623118,-0.0219015,0.0177141,0.0370571,-0.00901335,0.0129863,-0.0011148,0.0331573,-0.0241661,-0.00503087,-0.00497831,0.702536,0.123019,1.41136,-0.201231,-0.195369,-0.166178,0.236435,-0.0616437,0.0681494,0.17817,-0.0100297,0.079184,0.0427346,-0.000880832,-0.119141,0.038063,0.0704017,-0.148953,-0.0168524,0.328574,-0.232274,-0.20338,-0.127007,0.00414743,-0.237789,-0.0710312,0.170039,-0.287126,0.0249812,0.0400685,0.0689695,0.124014,0.0918674,-0.110634,0.0317236,0.146771
-210537,0.828023,0.0805087,6,63,0,210572,-3.17874,-2.54407,-0.988716,-1.1414,-2.66882,0.845023,-0.928952,0.592935,1.58923,-0.0666346,-0.405925,0.513146,0.567717,-0.201713,0.169283,0.734018,-0.767332,0.996788,2.01642,-1.54051,-1.11195,-0.351908,0.161908,-1.14284,-0.374631,1.11426,-1.86748,0.647776,0.725868,0.580242,1.58013,0.891692,-0.275926,-0.387414,0.0340949,-0.0722813,-0.0291441,-0.0121822,-0.0304085,-0.00426544,-0.0357144,0.0142645,0.0242049,0.00315266,0.00415024,-0.00158522,0.0219977,-0.030514,0.00282444,-0.0036161,0.783161,0.121088,1.40628,-0.135284,-0.156176,-0.365169,0.115623,-0.127107,0.0811301,0.217452,-0.00911749,-0.055542,0.0702128,0.0776796,-0.0276,0.0231626,0.100434,-0.104993,0.136389,0.275903,-0.210785,-0.152147,-0.048151,0.0221536,-0.156373,-0.0512601,0.152463,-0.255523,0.088634,0.0993191,0.0793935,0.216206,0.122009,-0.0377544,-0.0530091,0.136828
-210526,1,0.0805087,6,63,0,210555,-3.18219,-2.56403,-1.12621,-1.03799,-0.72926,1.64888,-0.899436,0.452047,0.583015,-0.485836,1.20772,0.3935,0.212579,-0.781998,-0.0685295,0.574557,-0.765698,-0.000243325,2.34879,-1.09023,-1.29481,-0.363268,0.468608,-1.63473,-0.713656,1.03055,-1.52171,0.265627,0.461079,1.39333,0.551471,1.13224,-0.393238,0.844227,0.0342968,-0.0688714,-0.0196417,-0.023546,-0.0359816,-0.00684017,-0.0346662,0.0119732,0.0287316,0.00734885,0.0186902,-0.0107333,0.0421147,-0.027906,-0.00969823,-0.00768274,2.32701,0.236252,1.40912,-0.17442,-0.160757,-0.112943,0.255369,-0.139299,0.0700102,0.0902937,-0.0752433,0.187044,0.0609428,0.0329229,-0.121111,-0.0106134,0.0889838,-0.118587,-3.76847e-05,0.363765,-0.168848,-0.200532,-0.0562606,0.072575,-0.253177,-0.110527,0.159605,-0.235672,0.0411386,0.0714089,0.21579,0.0854083,0.175355,-0.0609022,0.130749,0.154874
-210529,0.977698,0.0805087,5,31,0,210552,-3.18909,-2.56487,-0.771446,-1.1373,-2.20089,0.969845,-0.508975,0.386335,1.41829,0.0673779,-0.420195,0.401449,0.518604,-0.228909,0.196276,0.543491,-0.72174,0.92162,1.6294,-1.41897,-0.909538,-0.414455,0.02064,-1.07723,-0.5055,1.08596,-1.24037,0.500386,0.795451,0.548332,1.36849,0.827539,-0.157716,-0.0957955,0.0343572,-0.0817062,-0.0311852,-0.0096025,-0.0322132,-0.0109522,-0.0372771,0.0218337,0.0182681,-0.00707267,0.00964517,-0.00304631,0.0300371,-0.0295948,-0.000642173,-0.00650815,1.10057,0.175814,1.40998,-0.129286,-0.190599,-0.368846,0.162536,-0.0852989,0.0647456,0.23769,0.0112918,-0.0704202,0.0672786,0.0869126,-0.0383627,0.0328938,0.0910833,-0.120956,0.154454,0.27307,-0.237805,-0.152429,-0.0694582,0.00345905,-0.180532,-0.0847164,0.181996,-0.207874,0.0838593,0.133309,0.0918947,0.229344,0.138687,-0.0264315,-0.0160543,0.167589
-210535,0.935961,0.0805087,6,63,0,210566,-3.16426,-2.55958,-1.19575,-1.44546,-1.44341,0.730971,-1.2141,0.47476,0.870391,-0.934705,1.04178,0.254948,-0.290731,-0.642349,-0.0647005,0.377146,-1.13773,-0.154553,2.86003,-1.11902,-1.77597,-0.288187,0.161254,-1.57051,-0.554856,0.895873,-1.83139,0.437048,0.0492778,1.39938,0.827052,0.626381,-0.27459,0.596363,0.0343543,-0.0613727,-0.0204934,-0.00657076,-0.0380487,-0.000228848,-0.0349748,0.0135413,0.0362529,0.0115462,0.021193,-0.010942,0.0356535,-0.0279647,-0.00636059,-0.00134046,0.176531,0.0564676,1.40993,-0.160705,-0.194266,-0.193991,0.0982403,-0.163171,0.0638063,0.116978,-0.125622,0.140013,0.0342642,-0.0390734,-0.0863298,-0.00869555,0.0506873,-0.152908,-0.0207714,0.384379,-0.150393,-0.238686,-0.0387315,0.021672,-0.211072,-0.0745709,0.120403,-0.246133,0.0587379,0.00662279,0.188072,0.111153,0.0841837,-0.036904,0.0801494,0.134397
-210522,0.884594,0.0805087,5,31,0,210550,-3.14683,-2.55141,-1.2188,-1.63939,-1.80816,0.935355,-1.18966,0.130882,0.82281,-1.02038,0.146645,0.210386,0.262446,-0.672772,-0.197621,0.396083,-0.753451,0.205317,1.20334,-1.47041,-1.48254,-0.131398,0.0851231,-1.64622,-0.705838,1.02379,-1.76147,0.293003,0.592988,0.242611,0.885962,1.12015,-0.690873,0.0260162,0.0339237,-0.0774083,-0.0337572,-0.0191997,-0.0325182,-0.00893304,-0.0314318,0.0160257,0.0172807,0.000270486,0.00722776,-0.00383984,0.0348543,-0.0329751,-0.00615268,-0.0072439,0.529369,0.122993,1.40388,-0.206032,-0.277132,-0.30566,0.158117,-0.201106,0.022125,0.139092,-0.17249,0.0247897,0.0355647,0.0443652,-0.113729,-0.0334068,0.066956,-0.127367,0.0347079,0.203419,-0.248566,-0.250616,-0.0222122,0.0143897,-0.278286,-0.119318,0.173066,-0.297768,0.0495308,0.100242,0.0410122,0.149768,0.189356,-0.116789,0.00439791,0.169045
-210525,0.920022,0.0805087,5,63,0,210544,-3.16834,-2.55658,-1.16043,-1.01919,-1.4304,1.3252,-0.775115,0.438322,1.08956,-0.289416,-0.0761946,0.347365,0.221966,-0.420958,-0.132734,0.559527,-0.779671,0.123451,2.37957,-0.541475,-1.07708,-0.866752,0.184971,-1.1117,-0.432077,1.30835,-1.33741,-0.123644,0.622543,0.544354,0.710731,0.705879,-0.0864409,0.294272,0.0341391,-0.076799,-0.021154,-0.0191662,-0.0404872,-0.0079441,-0.0390935,0.00467072,0.0277112,0.00315458,0.00681297,-0.00885556,0.0365436,-0.0235173,-0.0072892,-0.00939913,2.99886,0.26745,1.4069,-0.179219,-0.157405,-0.220913,0.204666,-0.11971,0.0676951,0.168274,-0.0446979,-0.0117676,0.0536476,0.0342808,-0.0650135,-0.0204996,0.0864143,-0.120414,0.019066,0.367505,-0.0836263,-0.166345,-0.133863,0.0285673,-0.171692,-0.0667307,0.202064,-0.206552,-0.0190957,0.0961465,0.0840709,0.109767,0.109017,-0.0133501,0.0454479,0.154442
-210526,0.91751,0.0805087,5,63,0,210549,-3.16724,-2.55896,-1.15479,-1.52318,-1.42358,1.28625,-0.888024,0.544526,1.05334,-0.0250588,-0.127379,0.311929,0.441539,-0.718965,0.194125,0.597379,-0.586781,0.755973,1.8547,-0.564733,-1.35914,-0.77832,0.11438,-1.81909,-0.544141,0.864205,-1.71989,0.287763,0.275874,0.381447,1.07342,0.925474,-0.544897,0.0794438,0.0340914,-0.0646697,-0.0313606,-0.0244713,-0.0451962,-0.00972717,-0.0433157,0.0229042,0.0234052,0.0131658,0.015838,-0.00630107,0.0368274,-0.0257561,-0.00605386,-0.00525972,2.93016,0.247055,1.40623,-0.166668,-0.219837,-0.205462,0.185642,-0.128166,0.0785899,0.152026,-0.00361667,-0.0183843,0.0450199,0.0637261,-0.103766,0.0280175,0.0862181,-0.0846885,0.109108,0.267684,-0.0815063,-0.196162,-0.112333,0.0165082,-0.262544,-0.0785344,0.124728,-0.248228,0.041532,0.0398162,0.0550532,0.154924,0.133571,-0.0786434,0.0114659,0.144327
-210523,0.996903,0.0805087,5,31,0,210543,-3.17452,-2.56039,-0.956592,-1.01508,-1.54796,1.18311,-1.07418,0.610953,1.03104,0.0897697,0.192258,0.228699,0.356218,-0.584645,-0.213024,0.549392,-0.942344,0.535789,1.51317,-0.815225,-1.56034,-0.639463,0.217388,-1.52563,-0.910847,1.06406,-1.55577,0.501911,0.365821,0.127413,0.972966,0.79177,-0.123228,0.120975,0.0344246,-0.072275,-0.0327847,-0.0204668,-0.0404598,-0.0071964,-0.0360861,0.0231264,0.0290608,0.0166017,0.016887,-0.00911189,0.0330107,-0.0276784,-0.00149781,-0.0108425,1.81947,0.212024,1.41093,-0.150362,-0.159555,-0.243316,0.185967,-0.168846,0.0960328,0.162064,0.0141105,0.0302201,0.0359482,0.0559923,-0.0918976,-0.0334843,0.0863564,-0.148123,0.0842181,0.237848,-0.128141,-0.245262,-0.100514,0.0341702,-0.239807,-0.143172,0.167255,-0.244544,0.078893,0.0575017,0.0200274,0.152936,0.124455,-0.0193696,0.0190156,0.157185
-210531,0.818973,0.0805087,5,63,0,210550,-3.17888,-2.56213,-1.41074,-1.43499,-0.783128,0.959423,-1.00153,0.514521,1.06878,0.114934,0.228971,0.35025,0.636883,-0.488864,-0.129699,0.66064,-0.716287,0.628488,1.53421,-0.514302,-1.52763,-1.22939,0.197031,-1.46109,-0.960535,1.35189,-1.53842,0.258061,0.484419,0.0857385,0.5181,0.868437,-0.53672,0.445007,0.0342373,-0.0685043,-0.0346566,-0.0196408,-0.0350708,-0.0118478,-0.0347204,0.0169233,0.0211621,0.00977509,0.0128939,-0.0089871,0.0280482,-0.0291565,-0.00241507,-0.0139779,2.45703,0.22372,1.40828,-0.201348,-0.204809,-0.111772,0.136934,-0.142943,0.0734351,0.152541,0.0164039,0.0326798,0.0499895,0.0908991,-0.0697731,-0.0185114,0.0942898,-0.102232,0.089701,0.218971,-0.0734037,-0.218031,-0.175464,0.0281213,-0.208534,-0.137092,0.192949,-0.219571,0.0368318,0.0691387,0.012237,0.0739459,0.123948,-0.0766034,0.0635136,0.142725
-210533,0.68071,0.0805087,6,63,0,210558,-3.20476,-2.57186,-0.593131,-1.18329,-2.26978,1.48098,-0.710851,0.464066,1.02158,-0.470273,0.549478,0.415185,0.0811817,-0.396591,0.305091,0.343469,-0.617789,0.239073,2.60125,-1.85131,-0.95746,0.295353,0.23994,-1.3526,-0.0422677,0.820577,-1.17919,0.606734,0.617207,1.58305,1.48066,1.06074,0.0060167,0.0731213,0.0343995,-0.0774279,-0.01528,-0.0163281,-0.0301652,0.000698678,-0.0373372,0.0112136,0.0366896,-0.00246967,0.0152548,-0.00402956,0.0410115,-0.0267115,-0.00702644,-0.000327474,0.70551,0.150958,1.41057,-0.1066,-0.212665,-0.407932,0.266168,-0.127756,0.0834036,0.183602,-0.084519,0.098754,0.0746185,0.0145903,-0.0712767,0.0548319,0.0617295,-0.111031,0.0429671,0.467505,-0.332724,-0.172078,0.0530818,0.0431228,-0.243094,-0.0075965,0.147477,-0.211928,0.109044,0.110927,0.284511,0.266109,0.19064,0.00108134,0.0131416,0.179723
-210535,0.838266,0.0805087,6,63,0,210562,-3.18541,-2.54376,-1.36481,-1.58709,-1.05682,1.11587,-1.03934,0.717424,1.3534,0.108598,0.672324,0.77027,0.749572,-0.472137,-0.00997372,0.697846,-0.730422,0.757329,1.85359,-0.621304,-1.43395,-0.83849,0.458585,-1.63245,-1.01294,1.62666,-1.26713,0.437344,0.756017,0.647644,0.756896,1.2497,-0.550183,0.573624,0.0339841,-0.0666959,-0.0334102,-0.0232647,-0.0393473,-0.0129543,-0.0318729,0.0166135,0.0149609,0.0119455,0.014784,-0.00471524,0.030024,-0.0290815,-0.00367257,-0.0156149,1.19098,0.130899,1.40472,-0.163704,-0.190365,-0.126762,0.133844,-0.124664,0.0860521,0.162335,0.0130259,0.0806425,0.0923908,0.0899081,-0.0566309,-0.00119631,0.0837037,-0.0876111,0.0908385,0.22233,-0.0745228,-0.171996,-0.100573,0.0550053,-0.195805,-0.121498,0.195111,-0.151987,0.0524576,0.0906811,0.0776823,0.0907866,0.149896,-0.0659922,0.0688038,0.119946
