# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloJerQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_1.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_3.json
# random
#   seed = 1973870976 (Default)
# output
#   file = /scratch/juandiaz/jer1/jer1_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
-210532,0.9102,0.08623,5,31,0,210564,-3.19208,-2.55456,-0.281589,-0.983709,-2.34668,1.80141,-1.08541,0.754381,0.972317,-0.961348,0.919059,0.448477,-0.10501,-0.698222,0.0579065,0.717759,-0.422758,0.186072,2.46369,-1.44891,-1.22349,0.372918,0.133573,-1.46896,-0.568717,1.05033,-1.52461,0.67902,0.732623,1.72098,0.723434,1.03253,-0.251341,0.202037,0.0342253,-0.0740673,-0.0214886,-0.0112627,-0.0447031,-0.0169935,-0.0362177,0.0133469,0.0199299,0.0134926,0.0162127,-0.0126412,0.0334712,-0.0250451,-0.00303352,-0.00463076,0.489257,0.105763,1.40812,-0.0425774,-0.148741,-0.354828,0.272381,-0.164118,0.114065,0.147018,-0.14536,0.138965,0.0678115,-0.0158779,-0.105574,0.0087557,0.108528,-0.0639227,0.0281348,0.372521,-0.219082,-0.184996,0.0563868,0.0201968,-0.222113,-0.0859924,0.158814,-0.230528,0.102671,0.110776,0.260219,0.109386,0.156122,-0.0380039,0.0305488,0.151204
-210539,0.95721,0.08623,5,31,0,210559,-3.20278,-2.54966,-1.07666,-0.879006,-2.14093,1.48949,-1.44809,0.766285,1.21882,-0.911949,0.869657,0.499772,-0.147042,-0.815927,0.497494,0.921617,-0.559705,0.127357,2.79092,-1.81096,-1.50033,0.515618,0.328054,-1.5664,-0.435444,1.1605,-1.19937,0.633946,0.294171,1.79012,0.54516,1.28643,-0.31986,0.0432209,0.0340893,-0.0765034,-0.0230725,-0.0163108,-0.0450366,-0.01906,-0.0341715,0.00508082,0.0212844,0.0093093,0.015714,-0.00911319,0.0321352,-0.0273949,-0.00933032,-0.00714241,0.295325,0.0751752,1.4062,-0.148937,-0.121595,-0.296161,0.206045,-0.200318,0.106002,0.168603,-0.126152,0.120302,0.0691349,-0.0203408,-0.112869,0.0688197,0.12749,-0.0774255,0.0176176,0.386076,-0.250515,-0.207545,0.0713269,0.0453806,-0.216685,-0.0602361,0.160536,-0.165912,0.0876955,0.0406934,0.247632,0.0754134,0.177956,-0.044247,0.00597886,0.138333
-210549,0.948068,0.08623,6,63,0,210570,-3.17403,-2.55575,-1.2155,-1.83251,-1.47051,1.26541,-0.561791,0.383189,1.66544,0.386064,0.175967,0.353902,1.0598,-0.338709,-0.469767,0.720628,-1.13555,0.992766,1.95668,-1.08215,-1.2658,-1.33578,0.331007,-1.92665,-0.78782,1.27054,-2.31582,0.659842,1.14413,0.239266,2.17429,1.31061,-0.391163,0.634575,0.0339527,-0.0618317,-0.0197727,-0.0162911,-0.0237928,0.00377893,-0.0359456,0.0193856,0.0303784,0.00559182,0.015979,-0.00107179,0.03247,-0.0240278,-0.000848146,-0.00587786,0.0457216,0.0228433,1.40428,-0.129853,-0.195769,-0.157096,0.135186,-0.0600168,0.0409365,0.177921,0.0412437,0.0187987,0.0378078,0.113219,-0.0361847,-0.0501858,0.0769856,-0.121312,0.106058,0.209035,-0.115608,-0.135227,-0.142703,0.0353619,-0.205827,-0.0841638,0.135733,-0.247402,0.0704917,0.122229,0.0255611,0.232282,0.140014,-0.0417884,0.0677924,0.106831
-210555,0.640918,0.08623,6,63,0,210582,-3.16454,-2.54653,-0.504829,-2.03017,-1.71098,1.56061,-0.656785,-0.246685,2.23998,-0.210913,-0.136661,0.713243,0.770577,-0.500021,0.552147,1.07615,-0.906584,0.623555,1.94455,-2.13781,-1.90307,-1.22757,0.178376,-1.76243,-0.739651,1.47872,-1.86981,1.00237,0.243595,0.808139,1.65161,1.35544,-0.462041,0.288159,0.0337303,-0.0813496,-0.033979,-0.0211431,-0.0320563,-0.0062236,-0.0490524,0.00938296,0.0198898,-0.0098859,0.0160314,-0.00603962,0.0384115,-0.0298483,-0.0124533,-0.0116623,0.0741128,0.0291063,1.40116,-0.0539739,-0.217056,-0.18293,0.166853,-0.0702204,-0.0263744,0.239489,-0.0225498,-0.0146111,0.0762566,0.0823865,-0.0534599,0.059033,0.115056,-0.0969277,0.0666676,0.207902,-0.228564,-0.203468,-0.131246,0.0190711,-0.18843,-0.07908,0.158098,-0.199912,0.107169,0.026044,0.0864024,0.176582,0.144917,-0.0493993,0.0308086,0.106915
-210547,0.893308,0.08623,6,63,0,210581,-3.19535,-2.55491,-1.73113,-1.39963,-2.12098,1.38431,-1.81643,1.44333,0.506443,-0.173629,1.10346,0.454376,0.352108,-0.530375,0.0507302,0.811792,-0.746238,0.602729,3.2105,-0.788093,-1.10737,0.388557,0.559023,-1.85841,-0.349397,1.2917,-1.72276,0.299895,1.11636,1.643,1.00419,1.41561,-0.0588873,0.313839,0.0343145,-0.0659658,-0.0149901,-0.0150169,-0.0340078,9.88397e-05,-0.021646,0.0145455,0.0296692,0.0224506,0.0114897,-0.00492635,0.0324164,-0.0278966,-0.00323878,-0.00930852,0.165455,0.0483025,1.40937,-0.205569,-0.166205,-0.251864,0.164386,-0.215699,0.171393,0.0601395,-0.0206182,0.131035,0.0539567,0.0418125,-0.0629814,0.00602416,0.0963994,-0.088615,0.0715734,0.381244,-0.0935851,-0.131499,0.0461407,0.0663833,-0.220684,-0.0414905,0.153388,-0.204576,0.0356121,0.132567,0.195105,0.119247,0.168102,-0.0069928,0.037268,0.118749
-210544,0.935829,0.08623,5,31,0,210570,-3.2047,-2.5605,-1.40403,-1.60535,-1.71144,1.33875,-1.5661,1.43928,0.58125,0.403074,0.816234,0.531498,0.442024,-0.30841,0.160712,0.927816,-0.769775,1.23448,3.03417,-1.34877,-1.33238,0.159738,0.736534,-2.08082,-0.413461,1.5055,-1.34362,0.452494,1.31769,1.29482,1.28296,1.24835,-0.0127265,-0.4724,0.0342077,-0.0682412,-0.0182427,-0.0216036,-0.03138,0.0038344,-0.0260349,0.0133415,0.0273533,0.016445,0.00930099,-0.00413815,0.0340041,-0.0321479,0.00386856,-0.0121978,0.339415,0.0723141,1.40787,-0.174274,-0.199263,-0.212432,0.166172,-0.194392,0.17865,0.0721474,0.0500313,0.101315,0.0659719,0.054866,-0.0382812,0.0199482,0.115165,-0.0955479,0.153229,0.376615,-0.167416,-0.165381,0.0198274,0.0914219,-0.258281,-0.0513206,0.18687,-0.166776,0.0561656,0.163558,0.160719,0.159246,0.154951,-0.00157967,-0.0586363,0.124124
-210538,0.97629,0.08623,5,63,0,210568,-3.1917,-2.55379,-1.44212,-1.48346,-2.05895,1.47212,-0.489087,1.0095,1.15049,0.103055,1.31598,0.437613,0.705228,-0.41702,0.0478492,0.814376,-0.471971,0.246358,3.35417,-1.71736,-1.48462,0.0503533,0.33678,-2.4396,0.21916,1.78767,-2.06457,0.630596,0.535834,0.646694,1.13957,1.31871,0.0154399,-0.441359,0.0341174,-0.0634033,-0.016684,-0.0102113,-0.0318362,-0.0090195,-0.0293546,0.0106496,0.0201785,0.0102115,0.0124454,-0.00616203,0.0312132,-0.0294822,-0.00663443,-0.00079596,0.855921,0.114618,1.4066,-0.178664,-0.183786,-0.255083,0.182381,-0.0605928,0.125066,0.142534,0.0127675,0.163036,0.0542158,0.0873705,-0.0516645,0.00592803,0.100893,-0.0584724,0.0305212,0.415548,-0.212763,-0.183929,0.00623825,0.0417236,-0.302242,0.0271517,0.221474,-0.255779,0.0781244,0.0663844,0.0801187,0.141181,0.163375,0.00191285,-0.0546798,0.12389
-210535,0.958986,0.08623,6,63,0,210561,-3.16092,-2.5455,-0.556503,-1.62584,-2.29155,1.53375,-0.803724,0.636088,1.68705,-1.26806,0.799809,0.72512,0.229232,-0.785988,0.201206,0.760305,-1.02039,0.399463,1.86184,-1.1993,-1.43614,-0.698721,0.281427,-1.14979,-0.778271,1.06291,-1.29134,0.310802,0.869092,1.31213,1.18849,1.26799,-0.487201,0.676022,0.0338798,-0.0803594,-0.0406762,-0.0251449,-0.031976,-0.00357007,-0.0319505,0.0141459,0.026162,0.00135425,0.0201816,-0.0114058,0.0397318,-0.0259943,-0.00277817,-0.0144134,0.372019,0.0797422,1.40326,-0.0727567,-0.212561,-0.299595,0.200521,-0.105078,0.0831615,0.220563,-0.165785,0.104566,0.0948015,0.0299696,-0.102759,0.0263055,0.0994016,-0.133405,0.0522254,0.243415,-0.156795,-0.187759,-0.0913502,0.0367935,-0.150322,-0.10175,0.138964,-0.168828,0.0406339,0.113624,0.171547,0.155382,0.165776,-0.0636961,0.0883825,0.130739
-210533,0.988588,0.08623,5,63,0,210563,-3.15856,-2.54273,-1.2694,-1.78245,-1.93699,1.4916,-1.57283,0.624308,0.539328,0.272391,0.357442,0.549899,0.244011,-0.70345,-0.16269,0.647031,-0.639925,0.358949,2.55053,-2.05498,-1.18733,-0.349952,-0.0117993,-1.40793,-0.587502,1.05451,-1.63081,0.501804,0.558596,1.04974,0.95885,0.996478,-0.56489,0.69806,0.0339103,-0.085797,-0.0308758,-0.0273047,-0.0353525,-0.00841757,-0.045654,0.0238906,0.0342569,-0.00327423,0.0101089,-0.00952418,0.0430028,-0.0236368,0.000732039,-0.00601489,0.983684,0.144233,1.40369,-0.184602,-0.259211,-0.281686,0.216915,-0.228728,0.0907896,0.0784314,0.0396123,0.0519808,0.0799687,0.0354852,-0.102299,-0.023659,0.0940941,-0.0930607,0.0521999,0.370909,-0.298844,-0.172667,-0.0508916,-0.0017159,-0.204747,-0.085437,0.153352,-0.237159,0.0729745,0.0812335,0.152657,0.13944,0.144912,-0.0821488,0.101515,0.145424
-210541,0.960188,0.08623,5,31,0,210561,-3.17299,-2.54497,-0.928603,-1.71181,-1.57973,2.03294,-1.34223,0.83083,0.847168,0.444562,0.793091,0.386127,0.336881,-0.756366,-0.26356,0.791294,-0.69261,0.0056402,2.92503,-1.8779,-1.51298,-0.596974,-0.0126451,-0.824731,-0.483122,1.13275,-1.80317,0.535143,0.5787,1.10999,1.11489,0.991444,-0.745046,0.915037,0.0337069,-0.0901078,-0.03465,-0.0278686,-0.0348571,-0.00333981,-0.0423752,0.0136864,0.0357021,0.00080661,0.014049,-0.0111988,0.0423948,-0.0226037,-0.00321588,-0.0130535,1.42929,0.164651,1.40084,-0.127889,-0.235755,-0.217565,0.279981,-0.184856,0.114424,0.116674,0.0612261,0.109226,0.0531783,0.0463961,-0.104168,-0.0362981,0.108979,-0.0953878,0.000776782,0.402842,-0.258629,-0.208371,-0.0822166,-0.00174151,-0.113584,-0.0665366,0.156005,-0.248337,0.0737011,0.0796999,0.152871,0.153545,0.136544,-0.10261,0.126021,0.137722
-210544,0.996432,0.08623,6,63,0,210574,-3.22857,-2.56109,-1.07029,-1.06337,-1.77785,0.851045,-0.451316,0.439425,2.05416,-0.840528,0.0256652,0.333005,0.423646,-0.144449,0.270273,0.891394,-0.452583,0.626998,1.80879,-0.90433,-1.39887,0.0303801,0.710121,-2.37794,-0.368011,1.62175,-1.52539,0.518969,0.846438,1.34685,1.40587,0.95289,0.249581,-0.15549,0.0343498,-0.0593429,-0.015876,-0.00759969,-0.0317034,-0.00192521,-0.0299692,0.0152682,0.0162265,0.00590834,0.0121147,0.000873161,0.0293128,-0.0328199,-0.00720614,0.00223762,1.15839,0.152961,1.40987,-0.15211,-0.151125,-0.252668,0.12095,-0.0641408,0.0624509,0.291936,-0.119455,0.00364753,0.0473265,0.0602084,-0.020529,0.0384111,0.126684,-0.0643209,0.0891086,0.257065,-0.128523,-0.198807,0.00431761,0.100922,-0.337952,-0.0523016,0.230483,-0.216788,0.0737557,0.120295,0.191413,0.199802,0.135424,0.0354704,-0.0220981,0.14212
-210544,0.871492,0.08623,6,63,0,210575,-3.17589,-2.54749,-1.31001,-1.32867,-2.02728,1.94096,-0.944684,0.421088,1.59788,0.353257,0.91677,0.733337,0.557098,-0.662319,-0.50809,0.772864,-0.695456,0.23643,3.33291,-2.11979,-1.43139,-0.28614,0.330373,-0.920441,-0.735035,0.879398,-1.88111,0.588816,1.07033,1.92828,1.49335,0.503358,-0.81815,0.521494,0.0340039,-0.0615338,-0.0203856,-0.0175695,-0.035667,-0.00804262,-0.0356782,0.0074766,0.0234443,-0.00578028,0.0240041,-0.00738188,0.0310555,-0.0280563,-0.00701829,-0.00293665,0.762183,0.101205,1.405,-0.151862,-0.154025,-0.235011,0.225004,-0.109512,0.0488143,0.185233,0.040951,0.106276,0.0850115,0.0645811,-0.0767788,-0.0588999,0.0895936,-0.0806202,0.0274079,0.386365,-0.245735,-0.165933,-0.0331705,0.0382983,-0.106701,-0.0852083,0.101944,-0.218066,0.068258,0.124077,0.223535,0.173115,0.0583514,-0.0948433,0.0604538,0.115924
-210531,0.981411,0.08623,5,31,0,210570,-3.18831,-2.55952,-1.11307,-1.28129,-1.34585,1.05971,-0.387004,0.341658,1.45172,-0.807586,0.429752,-0.10916,0.340233,-0.399255,0.514072,0.624292,-0.731006,0.681729,2.7967,-1.03579,-1.3954,0.183004,0.294413,-1.50947,-0.742123,1.02166,-1.33263,0.37457,0.345706,0.907664,1.43253,1.58919,-0.655477,0.259076,0.0341448,-0.0796969,-0.0193121,-0.017753,-0.0334749,-0.00782889,-0.0365114,0.000106846,0.0292276,0.00447904,0.0142859,-0.0130502,0.0284727,-0.0271387,-0.00797897,-0.00748554,2.81136,0.224563,1.40698,-0.149074,-0.171605,-0.18025,0.141928,-0.0518318,0.0457586,0.19443,-0.108161,0.0575571,-0.0146199,0.0455676,-0.0534725,0.0688502,0.083612,-0.0979043,0.0913045,0.374565,-0.138724,-0.186887,0.0245099,0.0394309,-0.202165,-0.0993932,0.136832,-0.17848,0.0501665,0.0463008,0.121564,0.19186,0.212842,-0.0877886,0.0346982,0.133931
-210534,0.998667,0.08623,5,31,0,210555,-3.16823,-2.54438,-0.771572,-1.08637,-1.38871,1.33775,-0.0516044,0.510315,0.630108,-1.50278,0.696248,0.773899,0.673436,-0.463828,-0.228342,0.590222,-0.529317,0.386725,1.87115,-1.02451,-1.13919,-0.127388,0.241739,-1.3795,-1.05118,0.664285,-1.39101,0.499744,0.736819,0.595314,0.674749,0.388703,-0.249777,-0.128954,0.0339229,-0.0795034,-0.0208727,-0.023236,-0.0374268,-0.00519799,-0.0307823,0.0153505,0.0213861,0.0134391,0.0151527,-0.00508184,0.0294832,-0.0304617,-0.00466252,-0.0152909,1.53045,0.227531,1.40386,-0.141908,-0.199806,-0.255412,0.24604,-0.00949112,0.0938575,0.11589,-0.276392,0.128054,0.142336,0.123859,-0.0853076,-0.0419969,0.108554,-0.0973525,0.0711269,0.344143,-0.188429,-0.209521,-0.0234294,0.0444608,-0.253719,-0.193335,0.122176,-0.255835,0.0919134,0.135516,0.109491,0.1241,0.0714906,-0.0459391,-0.0237173,0.183921
